map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	is_landmark
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_3F12R	3F12R	R-3F12R,R_3F12R	47.9	47.9	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_PROF	PROF		36.1	36.1	SNP	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_48N18L	48N18L	R-48N18L	19.2	19.2	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_25f20c	h2_25f20c		27.2	27.2	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_7G13R	7G13R	R_7G13R	44.2	44.2	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_003E01b	003E01b	003E01b_2,mt015l05,mtgsp_003e01b,mth2-15l5	47.9	47.9	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_29o18b	h2_29o18b		41.3	41.3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_BE325495	BE325495		33.7	33.7	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_005D01	005D01	005D01_1,mt014e15,mtgsp_005d01,mth2-14e15	39.1	39.1	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_15c17a	h2_15c17a		20.3	20.3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_36N1L	36N1L	R_36N1L	19.2	19.2	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_001C06	001C06	001C06_3,mt014m14,mtgsp_001c06,mth2-14m14	0.7	0.7	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_51J1R	51J1R	R_51J1R	32.4	32.4	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_78k4a	h2_78k4a		3.5	3.5	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_002E12	002E12	002E12_3,mt009p01,mtgsp_002e12,mth2-9p1	39.8	39.8	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_AW774849	AW774849		28.7	28.7	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_AW573833	AW573833		52.6	52.6	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_151p24e	h2_151p24e		31.7	31.7	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_004G07	004G07	004G07_F,mt004g07,mt_004g07,mtgsp_004g07,mtgsp_004g07(2)	31.7	31.7	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_17e17b	h2_17e17b		10.3	10.3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_003A02	003A02	003A02_M,c_031k24,h2_31k24a,mtgsp_003a02	31.7	31.7	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_DK229L	DK229L	A235,pA235	0	0	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_004F08	004F08	004F08_F,mtgsp_004f08,mtgsp_004f08(2)	28.8	28.8	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_22h5a	h2_22h5a		-1.5	-1.5	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_2d6a	h2_2d6a		27.5	27.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_004E12	004E12	004E12_F,mt004e12,mt_004e12,mtgsp_004e12,mtgsp_004e12(2)	73.7	73.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_61B15_fr1	H2_61B15_fr1		64.7	64.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_E1_10P15_fr1	E1_10P15_fr1		59.5	59.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001E05	001E05	mt012m13,mtgsp_001e05,mth2-12m13	0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_16k17a	h2_16k17a		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_28i20b	h2_28i20b		79.5	79.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_15l24h	h2_15l24h	005H01	62.5	62.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_19a14a	h2_19a14a	a_019a14	56.7	56.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_15J6_fr1	h2_15J6_fr1		72.2	72.2	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_E1_9E19_fr1	E1_9E19_fr1		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_34D20L	34D20L		26.1	26.1	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_55I14_fr1	H2_55I14_fr1		26.9	26.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK298R	DK298R	B139,pB139	16.5	16.5	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_WPK4	WPK4		75.8	75.8	dCAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_002C10	002C10	002C10_3,mt031b01,mtgsp_002c10,mth2-31b1	7.4	7.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_56k10a	h2_56k10a		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_11c8a	h2_11c8a	002D03	64.7	64.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_58C3_fr1	H2_58C3_fr1		32.1	32.1	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001F01	001F01	001F01_H,mtgsp_001f01	58.8	58.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK355L	DK355L	A135,pA135	78	78	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_004C02	004C02	004C02_M,e_028e09,h2_28e9e,mtgsp_004c02	0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_124P21_fr1	H2_124P21_fr1		62.5	62.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK242R	DK242R	A947,pA947	20.9	20.9	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_E1_84J2_fr1	E1_84J2_fr1		3.7	3.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h4_19c21a	h4_19c21a		8.4	8.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_MtEIL2	MtEIL2		75.8	75.8	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_ENOD40	ENOD40		18	18	Marker	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_131h23a	h2_131h23a		60.3	60.3	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_142i4a	h2_142i4a		4.4	4.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_002C08	002C08		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_27p4c	h2_27p4c		81.7	81.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK139L	DK139L		67.6	67.6	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_ISOFR	ISOFR		4.7	4.7	SNP	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001E02	001E02	001E02_2,mtgsp_001e02,mth1-31p6	62.5	62.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_AW125982	AW125982		20.9	20.9	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_R_41F23R	R_41F23R		20.2	20.2	Marker	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_17n16a	h2_17n16a	a_017n16	67	67	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_85n3a	h2_85n3a		64	64	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_002C05	002C05		16.5	16.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_23o13h	h2_23o13h	006C05	60.5	60.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_28p22b	h2_28p22b	006H03	0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_MTU04	MTU04		31.4	31.4	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK013L	DK013L	DK13L	37.3	37.3	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_002B01	002B01	002B01_H,mtgsp_002b01	65.7	65.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_31I22_fr1	H2_31I22_fr1		64.7	64.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001G05	001G05		58.8	58.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_83l19b	h2_83l19b		74.4	74.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK265R	DK265R	B139,pB139	16.5	16.5	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_002E07	002E07	mt020e04,mtgsp_002e07,mth2-20e4	15	15	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_E1_40N1_fr1	E1_40N1_fr1		20.9	20.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_LB1	LB1		54.5	54.5	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_004e03	004e03	004E03_F,mt004e03,mt_004e03,mtgsp_004e03,mtgsp_004e03(2)	39.5	39.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_65g2a	h2_65g2a		32.8	32.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_31B4_fr1	H2_31B4_fr1		83.3	83.3	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_7F19_fr1	H2_7F19_fr1		63.3	63.3	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK511L	DK511L	A702,pA702	3.7	3.7	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_21j3e	h2_21j3e		20.9	20.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_003C08	003C08	003C08_M,c_027d17,mtgsp_003c08	77.3	77.3	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_BF634729	BF634729		12.4	12.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_e1_46l20a	e1_46l20a		65.4	65.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_10a3d	h2_10a3d	d_010a03	63.2	63.2	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_10g3e	h2_10g3e	002G12	75.8	75.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_003B02	003B02	003B02_3,mt018a18,mtgsp_003b02,mth2-18a18	33.6	33.6	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_004F02	004F02	mtgsp_004f02,mtgsp_004f02(2)	37.3	37.3	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_37F4_fr1	H2_37F4_fr1		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK012L	DK012L		37.3	37.3	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_FAL	FAL		58.8	58.8	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_FENR	FENR		5.6	5.6	SNP	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_Mtab_8D15_fr1	Mtab_8D15_fr1		11.9	11.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_16L23_fr1	H2_16L23_fr1		1.5	1.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK128L	DK128L		6.7	6.7	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK453L	DK453L	K494,pK494	75.1	75.1	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_005F09	005F09		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_003B09	003B09	003B09_M,a_008g15,h2_8g15a,mtgsp_003b09	0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001B02	001B02	001B02_M,h1_14n3a,mtgsp_001b02	6.7	6.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_77m24a	h2_77m24a		50.9	50.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_5I4_fr1	H2_5I4_fr1		81.7	81.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_18J8_fr1	H2_18J8_fr1		20.2	20.2	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_144o15a	h2_144o15a		83.4	83.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_21i14e	h2_21i14e		3	3	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_005H04	005H04	005H04_3,mt024d16,mtgsp_005h04,mth2-24d16	33.6	33.6	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_e1_58b20a	e1_58b20a		3	3	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_7H15L	7H15L		20.9	20.9	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK039R	DK039R	DK39R	75.1	75.1	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_29a15e	h2_29a15e		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_002C06	002C06	002C06_2,mt015k17,mtgsp_002c06,mth2-15k17	16.5	16.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_005B02	005B02		38	38	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK018R	DK018R	DK18R	20.2	20.2	Marker	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001C01	001C01	001C01_F,mt005j15,mt_05j15,mtgsp_001c01	38.4	38.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001F02	001F02	mtgsp_001f02,mth1-42h9	75.8	75.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_E1_18M20_fr1	E1_18M20_fr1		12.7	12.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001A11	001A11	001A11_3,mt033l22,mtgsp_001a11,mth2-33l22	75.1	75.1	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_154O18_fr1	H2_154O18_fr1		83.2	83.2	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001C08	001C08	001C08_3,mt023d07,mtgsp_001c08,mth2-23d7	16.5	16.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_7n20d	h2_7n20d	d_007n20	77.3	77.3	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_19p2f	h2_19p2f		13.1	13.1	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_AW980713	AW980713		55.6	55.6	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_UNK7	UNK7		0	0	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_DK006R	DK006R	DK6R	75.1	75.1	Marker	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_E1_79F1_fr1	E1_79F1_fr1		66.9	66.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_145m4b	h2_145m4b	b_145m04	0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_9b6b	h2_9b6b	b_009b06	60.3	60.3	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_3a10a	h2_3a10a		20.9	20.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_004H08	004H08		5.2	5.2	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_4c23c	h2_4c23c		78	78	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_003H05	003H05	003H05_F,mt027m03,mt_27m03,mtgsp_003h05	4.7	4.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_58k21c	h2_58k21c	007E03	0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_rip1	rip1	rip	62.5	62.5	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001D11	001D11	001D11_3,mt034m14,mtgsp_001d11,mth2-34m14	3.7	3.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h1_1k12f	h1_1k12f		67.7	67.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_17i10c	h2_17i10c	006A06	82.8	82.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_33p21a	h2_33p21a		65.4	65.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_25I7_fr1	H2_25I7_fr1		20.9	20.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_16L23b	h2_16L23b	b_016l23	-3.8	-3.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_AW776153	AW776153		16.5	16.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_TCMO	TCMO		61.3	61.3	SNP	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_003D06	003D06	003D06_F,mt003d06,mtgsp_003d06,mtgsp_003d06(2)	16.5	16.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_4h4a	h2_4h4a	a_004h04	31.4	31.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_24O19_fr1	H2_24O19_fr1		75.8	75.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_77j8c	h2_77j8c		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_SHMT	SHMT		15	15	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_002G08	002G08	mt024j04,mtgsp_002g08,mth2-24j4	75.8	75.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_15H3_fr1	H2_15H3_fr1		60.3	60.3	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_003B01	003B01	h2_21j3d	20.9	20.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_E1_1F10_fr1	E1_1F10_fr1		20.2	20.2	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_004C11	004C11		20.9	20.9	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_26h9b	h2_26h9b		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_AAT	AAT		16.5	16.5	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_67g10a	h2_67g10a		0	0	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_104c10b	h2_104c10b	007G12	-8.4	-8.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_H2_46E3_fr1	H2_46E3_fr1		57.7	57.7	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_001D07	001D07	mt001d07,mt_001d07,mtgsp_001d07	33.6	33.6	CAPS	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_004G05	004G05	mt_004g05,mtgsp_004g05,mtgsp_004g05(2),s_9b15	62.5	62.5	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_003E06	003E06	003E06_F,mt011j01,mt_11j01,mtgsp_003e06,mtgsp_003e06(2)	75.1	75.1	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_MTIC148	MTIC148		5.8	5.8	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_9i24e	h2_9i24e		20.2	20.2	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_h2_1l5d	h2_1l5d		74.4	74.4	SSR	0
MtYoungUMinn2006_5	5	-8.4	83.4	MtYoungUMinn2006_5_TE019	TE019		33.6	33.6	CAPS	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_h2_23d2c	h2_23d2c	006F01	57.9	57.9	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_h2_9h8a	h2_9h8a	003B10	58	58	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_003C07	003C07	003C07_F,mt028m10,mt_28m10,mtgsp_003c07	55.4	55.4	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_h2_11o4I	h2_11o4I	a_011o04	42.8	42.8	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_003B06	003B06	mt035o17,mtgsp_003b06,mth2-35o17	61.1	61.1	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_DK381L	DK381L	A487,pA487	33.2	33.2	CAPS	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_002A12	002A12	h2_5p10a,h2_5p10b	55.4	55.4	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_h2_8d13a	h2_8d13a	a_008d13	3.9	3.9	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_h2_173c10a	h2_173c10a		52.6	52.6	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_43I21L	43I21L	R_43I21L	10.3	10.3	CAPS	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_NUM1	NUM1		52.6	52.6	CAPS	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_005D04	005D04	005D04_4,mt034b22,mtgsp_005d04,mth2-34b22	48.1	48.1	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_h2_6e22a	h2_6e22a		-3.2	-3.2	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_UNK3	UNK3		11.8	11.8	CAPS	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_005G11	005G11		61.1	61.1	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_DK363L	DK363L	A006,pA006	11.8	11.8	Marker	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_PCT	PCT		48.1	48.1	CAPS	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_h2_39k21c	h2_39k21c		12	12	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_005B01	005B01	005B01_3,mt018h17,mtgsp_005b01,mth2-18h17	2.3	2.3	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_DENP	DENP		59	59	Marker	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_004B10	004B10	004B10_3,mt024n16,mtgsp_004b10,mth2-24n16	59.7	59.7	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_005A05	005A05	005A05_2,mt010g22,mtgsp_005a05,mth2-10g22	61.1	61.1	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_25A23L	25A23L	R-25A23L	55.4	55.4	CAPS	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_AW208206	AW208206		36.6	36.6	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_004A07	004A07		10.3	10.3	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_h2_78c9a	h2_78c9a		59.7	59.7	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_h2_10d6b	h2_10d6b		27.2	27.2	SSR	0
MtYoungUMinn2006_4	4	-3.5	64.1	MtYoungUMinn2006_4_003F10	003F10	003F10_2,mt009n01,mtgsp_003f10,mth2-9n1	41.4	41.4	SSR	0
