# this is a legfed-expression file, modified slightly from normalizeddata.txt from PvGEA
#
# 1. source name, PMID, geo, bioProject, sra
Phaseolus vulgaris Gene Expression Atlas	25283805		PRJNA210619	SRP046307
# 2. URL
http://plantgrn.noble.org/PvGEA/
# 3. description
Phaseolus vulgaris L., or common bean, is an important source of proteins, micronutrients and calories for over three hundred million people worldwide. The high levels of dietary protein in bean seeds (between 20 and 25%) and micronutrients complement the high carbohydrates found in maize and cassava (Broughton et al., 2003). In addition to their important contribution to human health, legumes are also important contributors to biological Nitrogen (N), contributing approximately 21 million metric tons of N into agricultural lands each year (Herridge et al., 2008) . Despite the international importance of common bean, both in terms of economics and consumption, genetic resources for this species have been lacking. This atlas presents the gene expression patterns of 24 unique samples collected from seven distinct tissues of Phaseolus vulgaris cv. negro jamapa; roots, nodules, leaves, stems, flowers, seeds, and pods. Samples were collected at developmentally important time-points spanning the processes of symbiosis, seed and pod development. Plants were either provided with nutrients via fertilizer or inoculated with either effective or ineffective rhizobium. Plants inoculated with ineffective rhizobium formed nodules, but did not fix N2, resulting in N deficient plants.
# 4. expression unit
RPKM
# 5. number of samples
24
# 6. Sample number, name and description in same order as the columns (adjusted from buggy version on site)
1	FY	Young flowers, collected prior to floral emergence
2	LF	Leaf tissue from fertilized plants collected at the same time of LE and LI
3	L5	Leaf tissue collected 5 days after plants were inoculated with effective rhizoubium
4	LE	Leaf tissue collected 21 days after plants were inoculated with effective rhizobium
5	LI	Leaf tissue collected 21 days after plants were inoculated with ineffective rhizobium
6	N5	Pre-fixing (effective) nodules collected 5 days after inoculation
7	NE	Effectively fixing nodules collected 21 days after inoculation
8	NI	Ineffectively fixing nodules collected 21 days after inoculation
9	P1	Pods between 10 and 11 cm long, associated with stage 1 seeds (pod only)
10	P2	Pods between 12 and 13 cm long associated with stage 2 seeds (pod only)
11	PH	Pods approximately 9cm long, associated with seeds at heart stage (pod only)
12	PY	Young pods, collected 1 to 4 days after floral senescence. Samples contain developing embryos at globular stage
13	RF	Whole roots from fertilized plants collected at the same time as RE and RI
14	R5	Whole roots separated from 5 day old pre-fixing nodules
15	RE	Whole roots separated from fix+ nodules collected 21 days after inoculation
16	RI	Whole roots separated from fix- nodules collected 21 days after inoculation
17	RT	Root tips, 0.5 cm of tissue, collected from fertilized plants at 2nd trifoliate stage of development
18	S1	Stage 1 seeds, between 6 and 7 mm across and approximately 50 mg	
19	S2	Stage 2 seeds, between 8 and 10 mm across and between 140 and 150 mg
20	SH	Heart stage seeds, between 3 and 4 mm across and approximately 7 mg
21	ST	Shoot tip, including the apical meristem, collected at the 2nd trifoliate stage
22	YL	Fully expanded 2nd trifoliate leaf tissue from plants provided with fertilizer
23	YR	Whole roots, including root tips, collected at the 2nd trifoliate stage of development
24	YS	All stem internodes above the cotyledon collected at the 2nd trifoliate stage
# 7. expression data
#GeneID	PVFY	PVL	PVL5	PVLE	PVLI	PVN5	PVNE	PVNI	PVP1	PVP2	PVPH	PVPY	PVR	PVR5	PVRE	PVRI	PVRT	PVS1	PVS2	PVSH	PVST	PVYL	PVYR	PVYS
Phvul.011G064300.1	2	2	4	2	5	6	4	9	1	1	1	0	16	13	12	16	16	1	1	0	5	4	29	6
Phvul.011G064400.1	2	1	3	3	8	2	3	8	2	3	2	0	2	2	5	7	3	1	0	1	6	6	3	7
Phvul.011G064500.1	64	215	91	280	181	64	33	13	34	63	124	18	89	85	46	29	146	47	39	65	92	102	45	66
Phvul.011G064600.1	17	4	5	3	3	2	3	8	19	32	18	3	26	10	9	6	49	6	5	7	14	4	9	13
Phvul.011G064700.1	30	15	24	20	39	20	22	101	15	48	28	4	59	39	47	53	51	17	16	22	40	24	68	50
Phvul.011G064800.1	3	4	7	4	8	2	3	11	2	5	5	0	7	15	8	13	5	2	2	1	4	3	8	15
Phvul.011G064800.2	4	6	9	5	10	3	4	14	3	7	7	1	10	20	10	18	7	3	3	1	5	4	11	19
Phvul.011G064900.1	0	1	1	0	0	17	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
Phvul.011G065000.1	59	35	63	77	283	292	173	276	28	235	157	31	117	196	117	174	50	31	48	146	138	96	64	203
Phvul.011G065100.1	17	79	56	91	42	6	9	9	9	21	28	10	6	5	5	6	7	5	3	10	23	101	10	26
Phvul.011G065100.2	17	77	55	90	41	6	9	9	9	20	28	9	6	5	4	6	7	5	3	9	23	98	10	26
Phvul.011G065200.1	2	1	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	33	22	27	1	0	0	8
Phvul.011G065300.1	221	3	32	5	1	249	39	18	1	0	146	143	61	81	78	58	183	568	217	675	649	110	78	112
Phvul.011G065400.1	45	51	55	37	83	108	43	61	36	65	67	18	109	118	82	79	113	69	42	61	70	64	69	79
Phvul.011G065500.1	10	0	1	1	1	7	7	1	1	0	11	1	1	1	6	2	4	146	201	10	3	1	1	0
Phvul.011G065500.2	11	0	1	1	1	8	7	1	1	0	11	2	1	1	7	2	4	144	203	10	3	1	1	0
Phvul.011G065600.1	6	2	5	1	5	14	9	13	6	10	14	2	8	9	10	11	9	8	5	9	7	4	8	8
Phvul.011G065700.1	68	29	35	21	42	76	52	80	60	105	98	19	223	247	159	116	149	99	82	108	80	39	207	207
Phvul.011G065700.2	67	29	34	20	42	72	51	79	59	105	97	18	216	237	151	111	145	97	81	106	78	38	198	198
Phvul.011G065700.3	66	28	33	19	41	72	50	77	57	101	95	18	213	235	150	109	142	94	79	104	76	37	196	196
Phvul.011G065800.1	3	0	1	0	0	1	3	1	2	3	2	0	1	1	2	1	1	28	23	4	1	1	1	3
Phvul.011G065800.2	3	0	1	0	0	1	3	1	2	3	2	0	1	1	2	1	1	28	23	4	1	1	1	3
Phvul.011G065900.1	14	7	8	5	5	7	24	9	6	14	24	3	10	11	13	9	23	12	12	15	19	15	30	21
Phvul.011G066000.1	29	17	33	18	36	44	38	46	12	31	37	7	42	40	46	36	58	26	15	33	52	43	39	34
Phvul.011G066100.1	679	93	198	95	174	1286	315	269	98	104	457	219	558	494	459	380	1595	867	458	1574	1440	686	657	254
Phvul.011G066200.1	291	36	95	49	97	584	88	149	46	56	189	99	265	249	201	186	579	344	194	655	585	271	282	113
Phvul.011G066300.1	13	7	18	6	14	12	12	10	7	12	14	4	11	9	14	13	17	14	11	12	17	13	12	10
Phvul.011G066300.2	14	7	18	6	14	13	12	10	7	12	15	5	13	10	14	13	17	15	12	13	19	13	12	11
Phvul.011G066400.1	312	58	116	54	107	604	116	139	54	71	217	101	288	260	237	188	721	431	219	676	701	355	321	140
Phvul.011G066500.1	191	34	70	29	61	364	66	75	35	35	120	71	165	147	137	109	455	230	113	385	416	240	186	82
Phvul.011G066600.1	504	73	149	77	128	923	172	198	65	69	338	161	385	371	314	276	1030	637	334	1156	1033	523	457	179
Phvul.011G066700.1	27	9	12	5	14	18	30	25	19	28	30	8	33	27	27	26	27	22	17	32	27	12	24	31
Phvul.011G066800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Phvul.011G066900.1	12	0	69	4	4	43	20	21	2	5	8	3	15	27	65	65	76	4	2	13	69	41	156	47
Phvul.011G066900.2	12	0	69	4	4	43	20	21	2	5	8	3	15	27	65	65	76	4	2	13	69	41	156	47
Phvul.011G066900.3	12	0	69	4	4	43	20	21	2	5	8	3	15	27	64	65	76	4	2	13	68	41	156	47
Phvul.011G067000.1	1	18	33	8	156	10	15	181	4	17	1	0	111	110	65	99	9	0	0	0	6	12	91	84
Phvul.011G067000.2	1	23	41	10	193	12	18	224	4	21	1	1	136	136	79	122	11	0	0	1	8	16	112	104
Phvul.011G067100.1	1	10	11	7	9	0	1	1	1	3	2	0	0	0	0	1	0	0	0	0	5	11	0	8
Phvul.011G067100.2	1	13	14	9	12	0	1	2	1	3	2	0	0	0	1	1	0	0	0	0	6	13	0	10
Phvul.011G067100.3	1	13	14	9	12	0	1	2	1	3	2	0	0	0	1	1	0	0	0	0	7	14	0	11
Phvul.011G067200.1	5	6	6	5	9	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	3	2	0	0
Phvul.011G067300.1	129	140	108	73	151	397	179	115	54	92	213	39	366	344	421	250	376	263	128	209	160	248	200	188
Phvul.011G067400.1	0	0	0	0	0	0	0	2	0	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0
Phvul.011G067500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.011G067600.1	213	75	184	111	203	645	100	191	84	136	214	91	411	389	370	252	701	640	276	425	392	404	232	275
Phvul.011G067700.1	4	2	2	1	5	5	3	8	2	6	4	1	9	7	7	9	5	4	3	7	6	3	4	4
Phvul.011G067800.1	34	12	10	9	7	23	15	13	36	66	90	8	17	15	9	12	5	31	29	73	23	7	9	87
Phvul.011G067900.1	5	8	5	7	8	4	4	8	3	6	7	2	4	3	4	6	3	3	2	5	6	7	3	4
Phvul.011G068000.1	2	2	3	4	5	23	4	7	1	4	4	1	43	66	49	32	3	2	2	2	3	2	34	1
Phvul.011G068100.1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	2	0	1
Phvul.011G068200.1	2	1	1	1	1	5	1	2	1	1	2	1	3	2	1	2	4	4	2	4	4	3	1	2
Phvul.011G068300.1	2	3	4	5	8	26	6	10	2	6	6	2	49	77	56	35	3	2	2	4	5	3	38	2
Phvul.011G068400.1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Phvul.011G068500.1	0	7	3	3	18	2	1	1	1	3	1	0	12	12	4	8	0	0	0	0	1	3	2	1
Phvul.011G068600.1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0
Phvul.011G068700.1	1	16	7	7	43	4	1	2	3	8	2	0	21	21	7	15	1	0	0	0	2	6	4	4
Phvul.011G068800.1	3	3	132	14	208	107	54	169	9	66	21	1	15	148	142	236	29	4	4	15	45	42	66	53
Phvul.011G068900.1	11	23	20	11	5	0	0	0	0	0	15	1	0	0	0	0	0	0	0	2	20	26	0	3
Phvul.011G069000.1	4	2	6	2	3	5	3	4	2	3	3	2	6	5	5	6	5	3	2	5	9	5	3	3
Phvul.011G069100.1	6	3	5	2	2	6	4	3	3	4	8	2	6	5	6	6	7	2	1	9	7	4	4	5
Phvul.011G069200.1	11	13	16	20	14	18	12	24	13	24	31	2	25	20	19	24	16	7	8	8	14	18	13	18
Phvul.011G069300.1	10	3	7	3	10	15	15	25	7	15	13	3	21	14	19	20	19	11	8	13	14	6	13	12
Phvul.011G069400.1	15	5	10	6	18	20	8	19	6	11	14	6	19	17	14	17	27	15	10	21	28	17	15	16
Phvul.011G069400.2	15	6	11	6	19	20	9	20	6	12	14	6	19	18	15	18	28	15	10	21	28	17	15	16
Phvul.011G069400.3	15	6	11	6	19	21	9	20	6	12	15	6	20	18	15	18	29	16	11	22	30	18	16	17
Phvul.011G069500.1	175	41	70	36	26	276	27	27	23	16	158	56	127	138	162	96	451	342	157	477	495	279	175	80
Phvul.011G069600.1	7	2	4	2	4	6	6	12	6	10	11	2	10	7	7	9	9	10	9	12	10	9	13	7
Phvul.011G069700.1	393	59	139	58	39	538	57	55	42	20	287	144	269	294	377	210	887	916	372	976	1049	668	354	164
Phvul.011G069800.1	12	2	3	1	1	1	0	1	0	1	2	2	1	1	1	1	1	2	1	4	17	10	0	2
Phvul.011G069900.1	0	0	0	0	0	0	0	1	0	2	0	0	1	3	1	1	0	10	6	5	0	1	1	1
Phvul.011G070000.1	6	2	3	3	0	1	0	0	1	1	3	2	2	2	2	3	2	5	4	13	6	4	3	7
Phvul.011G070100.1	6	2	4	3	7	6	4	9	4	5	7	3	6	4	7	8	8	5	3	8	10	7	4	7
Phvul.011G070200.1	9	5	6	3	6	7	6	9	2	7	9	2	12	7	6	7	5	7	7	11	9	6	5	7
Phvul.011G070300.1	10	13	16	12	12	0	0	0	12	29	31	5	0	0	0	0	0	1	1	7	4	18	0	2
Phvul.011G070300.2	10	13	17	13	13	0	0	0	13	31	33	5	0	0	0	0	0	1	1	8	4	19	0	2
Phvul.011G070300.3	10	12	16	12	12	0	0	0	12	29	31	5	0	0	0	0	0	1	1	7	4	18	0	2
Phvul.011G070300.4	10	12	16	12	12	0	0	0	12	29	31	5	0	0	0	0	0	1	1	7	4	18	0	2
Phvul.011G070300.5	10	12	16	12	12	0	0	0	12	29	30	5	0	0	0	0	0	1	1	7	4	18	0	2
Phvul.011G070300.6	10	13	16	12	12	0	0	0	12	29	31	5	0	0	0	0	0	1	1	7	4	18	0	2
Phvul.011G070300.7	10	13	16	12	12	0	0	0	12	29	31	5	0	0	0	0	0	1	1	7	4	18	0	2
Phvul.011G070300.8	10	13	16	12	12	0	0	0	12	29	31	5	0	0	0	0	0	1	1	7	4	18	0	2
Phvul.011G070400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.011G070500.1	17	12	49	50	40	75	29	90	16	51	23	4	24	41	79	120	48	14	13	20	96	94	55	164
Phvul.011G070500.2	22	15	64	65	53	98	37	116	20	66	29	5	31	53	104	156	63	18	16	26	124	122	71	213
Phvul.011G070500.3	17	10	50	48	39	73	28	82	14	48	22	3	23	40	80	117	52	13	12	17	95	95	56	170
Phvul.011G070600.1	25	41	52	28	63	6	6	47	6	21	15	7	9	6	10	17	7	7	5	10	47	56	14	35
Phvul.011G070700.1	13	26	29	19	35	5	4	25	7	12	10	6	4	4	5	12	4	3	1	4	29	34	8	23
Phvul.011G070800.1	6	3	3	2	1	12	2	4	2	3	7	4	11	9	9	9	13	5	2	12	11	6	8	11
Phvul.011G070900.1	4	2	6	1	37	11	6	93	0	4	0	1	9	12	18	29	5	1	0	1	10	8	16	13
Phvul.011G071000.1	1	1	1	0	14	6	6	67	2	1	0	0	32	13	54	36	5	0	0	0	2	1	38	4
Phvul.011G071100.1	9	7	88	10	10	42	30	42	17	24	19	3	15	12	55	54	29	1	1	1	31	19	65	67
Phvul.011G071100.2	9	7	92	10	11	43	31	44	18	25	20	3	15	12	57	56	29	1	1	2	32	19	67	69
Phvul.011G071200.1	11	9	15	12	11	14	11	18	7	11	13	4	14	10	15	15	19	11	8	11	20	17	21	19
Phvul.011G071300.1	282	209	295	125	828	1089	302	549	87	181	349	80	813	937	645	569	824	425	257	438	592	324	402	302
Phvul.011G071400.1	11	7	127	37	112	130	75	380	19	53	14	1	43	98	268	357	68	5	2	6	113	204	145	167
Phvul.011G071400.2	12	8	140	41	123	143	82	418	20	58	15	2	47	108	291	389	75	5	2	7	124	222	160	182
Phvul.011G071500.1	1	0	0	0	0	3	0	0	0	0	0	1	1	1	1	1	2	0	0	2	4	1	1	1
Phvul.011G071600.1	2	1	3	1	1	1	1	2	1	1	3	1	3	2	3	2	4	1	1	2	2	1	1	2
Phvul.011G071700.1	3	4	1	1	4	4	4	4	3	5	5	1	3	3	4	4	3	4	2	6	3	3	3	6
Phvul.011G071800.1	15	5	7	3	8	15	7	15	12	22	20	4	15	13	13	12	18	31	28	29	17	8	8	19
Phvul.011G071900.1	34	7	15	5	12	17	9	14	29	66	39	6	19	29	18	20	8	11	11	19	38	16	13	18
Phvul.011G072000.1	55	19	24	33	2	60	7	15	4	2	37	14	11	9	32	30	16	16	10	90	85	49	22	11
Phvul.011G072100.1	27	6	7	7	21	93	22	81	62	115	118	4	139	154	182	142	137	31	31	70	18	7	121	100
Phvul.011G072200.1	3	1	6	3	6	50	9	63	1	2	2	0	5	2	9	11	8	0	0	1	5	5	3	1
Phvul.011G072300.1	16	4	8	4	8	31	16	16	9	14	17	4	22	22	16	14	19	24	20	24	26	8	13	17
Phvul.011G072400.1	9	7	4	6	7	26	100	17	17	27	37	3	11	12	15	14	13	9	11	15	13	7	6	16
Phvul.011G072500.1	2	1	2	1	2	2	2	5	2	2	2	1	2	2	2	3	4	2	1	2	5	3	1	2
Phvul.011G072500.2	3	1	3	2	3	3	3	8	2	3	3	1	3	2	3	4	5	3	2	3	6	4	2	2
Phvul.011G072600.1	34	10	23	15	28	63	39	47	14	33	38	9	64	52	52	46	114	41	27	49	55	37	44	37
Phvul.011G072700.1	5	3	4	2	6	40	115	78	3	5	4	1	7	5	22	21	5	3	4	6	5	5	5	3
Phvul.011G072800.1	0	0	0	0	0	0	0	1	1	1	3	0	0	0	4	0	0	87	123	1	1	0	0	0
Phvul.011G072900.1	33	42	35	43	39	0	0	71	3	23	6	0	1	1	1	1	0	7	15	1	24	26	1	0
Phvul.011G073000.1	3	1	4	1	6	3	4	13	1	5	6	1	5	1	4	6	3	2	2	4	6	1	4	3
Phvul.011G073100.1	2	1	2	1	3	1	2	4	1	2	2	1	2	1	2	3	1	1	1	2	2	2	2	2
Phvul.011G073200.1	17	12	22	17	36	17	21	50	15	28	18	5	25	17	34	40	26	10	9	17	30	25	38	29
Phvul.011G073300.1	3	6	5	6	3	1	1	2	1	2	3	2	2	1	2	2	3	2	1	3	6	5	2	2
Phvul.011G073400.1	5	1	3	1	2	11	1	2	1	2	4	1	5	4	3	3	8	6	4	9	7	4	4	3
Phvul.011G073500.1	25	4	6	5	7	23	33	34	24	50	67	8	33	27	31	25	64	26	21	54	40	14	90	34
Phvul.011G073600.1	9	3	4	2	1	2	5	3	4	7	12	3	5	3	4	5	1	8	6	5	11	5	1	12
Phvul.011G073600.2	9	3	3	2	1	2	5	3	4	7	12	3	5	3	4	5	1	8	6	5	11	5	1	12
Phvul.011G073700.1	4	4	4	2	5	1	1	3	3	2	3	2	2	2	5	3	3	2	1	1	5	3	2	3
Phvul.011G073800.1	1	3	1	2	14	1	0	1	0	0	1	1	3	3	2	7	0	0	0	0	5	3	2	0
Phvul.011G073900.1	2	1	2	1	0	4	2	1	0	1	1	1	11	14	8	5	32	0	0	1	2	3	10	3
Phvul.011G074000.1	2	2	3	2	5	4	5	6	2	4	5	2	6	4	5	6	8	6	2	4	6	5	5	5
Phvul.011G074100.1	3	4	12	8	24	53	49	34	6	9	7	3	7	2	16	17	1	17	14	16	6	8	1	9
Phvul.011G074200.1	1	0	1	0	0	1	1	1	2	1	1	0	15	25	10	18	0	0	0	1	1	0	16	50
Phvul.011G074300.1	1	1	1	0	0	1	1	5	0	0	1	1	1	1	1	1	0	0	0	1	2	1	0	1
Phvul.011G074400.1	1	0	0	0	1	1	1	0	1	0	1	0	12	21	9	17	0	0	0	1	1	0	14	48
Phvul.011G074500.1	0	0	0	0	0	1	1	0	1	0	0	0	14	27	9	22	0	0	0	3	1	0	20	64
Phvul.011G074600.1	0	0	0	0	0	0	0	0	0	0	0	0	3	8	3	3	0	0	0	0	0	0	2	17
Phvul.011G074700.1	3	5	4	4	7	5	3	7	5	2	4	2	16	29	16	24	4	3	1	4	5	2	21	55
Phvul.011G074800.1	3	1	6	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	3
Phvul.011G074900.1	10	1	1	1	0	2	1	16	1	1	4	1	3	3	2	3	0	1	1	5	8	3	1	4
Phvul.011G075000.1	514	271	342	414	222	114	200	102	3839	416	220	1331	109	246	187	139	82	304	242	359	93	29	135	264
Phvul.011G075100.1	9	4	5	3	8	7	6	17	9	8	10	7	9	7	10	10	14	7	6	10	12	7	8	10
Phvul.011G075200.1	95	25	66	31	83	151	139	204	56	132	130	35	161	162	136	133	248	194	155	174	186	79	98	119
Phvul.011G075300.1	0	0	0	0	0	1	1	0	1	0	0	0	9	20	7	18	0	0	0	2	0	0	14	48
Phvul.011G075400.1	1	0	0	0	0	2	1	0	2	0	1	0	17	26	12	23	1	0	0	1	1	0	18	62
Phvul.011G075500.1	1	0	0	0	0	1	1	4	2	0	1	0	12	19	9	16	0	0	0	1	1	0	14	45
Phvul.011G075600.1	21	4	15	12	18	36	15	26	11	18	16	8	31	25	26	21	61	18	14	26	42	30	24	24
Phvul.011G075700.1	3	1	2	1	3	4	1	1	1	1	2	2	4	3	3	4	8	4	1	3	3	6	2	2
Phvul.011G075800.1	10	0	0	1	1	3	1	2	14	22	27	3	0	1	4	3	1	1	10	6	0	1	2	1
Phvul.011G075900.1	9	1	1	1	1	3	2	14	2	4	4	1	2	2	2	3	0	1	1	5	6	2	1	3
Phvul.011G076000.1	1	0	0	0	0	1	1	2	2	1	1	0	11	26	9	19	0	0	0	1	1	0	15	63
Phvul.011G076100.1	13	4	7	3	17	15	7	24	9	7	16	9	15	8	19	21	23	11	9	25	22	11	12	15
Phvul.011G076100.2	16	5	8	4	21	19	9	30	12	9	20	11	18	10	23	26	28	13	12	31	28	13	15	18
Phvul.011G076200.1	11	3	5	3	14	15	5	15	11	5	13	9	13	8	11	13	21	6	6	19	18	8	9	13
Phvul.011G076300.1	25	8	18	10	16	52	18	20	10	17	24	9	45	35	26	28	78	36	26	37	50	27	23	27
Phvul.011G076400.1	14	3	7	6	30	15	10	42	5	13	14	3	14	11	11	20	16	9	9	18	23	8	16	12
Phvul.011G076400.2	17	4	9	8	36	18	12	51	7	16	17	4	17	13	13	23	19	11	11	22	27	10	19	14
Phvul.011G076500.1	19	13	16	11	36	16	11	27	13	20	29	9	16	17	25	20	16	13	19	26	12	17	18	9
Phvul.011G076600.1	79	28	52	34	112	221	69	65	34	67	100	31	133	128	140	102	214	165	95	159	171	144	84	81
Phvul.011G076700.1	0	0	0	0	4	0	1	11	1	2	0	0	5	1	3	6	0	0	0	0	1	0	0	0
Phvul.011G076800.1	11	5	22	6	26	41	3	15	5	5	12	10	35	28	25	27	49	26	7	22	35	26	19	26
Phvul.011G076900.1	1	0	0	0	0	1	1	0	2	0	1	0	14	28	10	20	1	0	0	1	1	0	16	57
Phvul.011G077000.1	1	0	0	0	0	1	1	0	2	0	0	0	10	22	6	17	0	0	0	1	0	0	14	52
Phvul.011G077100.1	0	0	0	0	0	2	2	0	1	0	0	0	15	31	11	29	0	0	0	2	1	0	22	78
Phvul.011G077200.1	0	0	0	0	1	0	0	0	2	0	0	0	4	5	2	2	0	0	0	0	1	0	3	3
Phvul.011G077300.1	53	15	19	15	25	24	7	4	267	690	13	3	132	163	65	74	4	3	3	2	112	67	92	794
Phvul.011G077400.1	17	5	7	5	8	8	2	1	87	231	4	1	43	55	20	23	1	1	1	1	37	23	30	265
Phvul.011G077500.1	20	9	20	10	18	49	23	28	16	21	21	10	35	35	38	36	39	20	13	37	32	25	33	31
Phvul.011G077600.1	2	1	1	1	0	12	1	54	3	6	1	1	9	8	4	6	2	1	1	2	2	1	2	4
Phvul.011G077700.1	1	0	0	0	1	5	3	1	13	2	1	0	49	85	32	68	1	0	0	1	2	0	58	184
Phvul.011G077800.1	1	0	0	3	0	4	5	2	0	0	0	0	226	163	166	32	691	0	0	0	6	0	84	0
Phvul.011G077900.1	22	3	0	1	123	0	11	634	12	50	2	1	1	0	1	2	0	8	3	0	6	0	0	9
Phvul.011G078000.1	4	3	4	3	5	6	4	12	5	7	6	2	6	4	9	10	6	4	3	5	9	5	9	8
Phvul.011G078100.1	3	19	17	18	9	1	0	0	1	2	5	2	0	0	0	0	0	1	0	1	4	17	0	3
Phvul.011G078200.1	24	8	17	8	10	34	13	22	16	19	36	9	33	30	32	28	57	25	21	36	39	30	34	39
Phvul.011G078300.1	26	11	17	9	20	37	48	47	8	15	19	5	32	21	29	35	31	25	17	25	39	21	15	27
Phvul.011G078300.2	30	13	20	10	24	44	56	55	10	18	22	6	38	25	34	40	36	29	20	29	46	24	17	31
Phvul.011G078400.1	55	27	97	14	54	20	36	69	38	83	60	6	95	72	49	54	75	59	50	91	40	40	56	62
Phvul.011G078500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Phvul.011G078600.1	8	3	6	5	9	13	5	12	3	5	6	3	10	8	8	9	12	10	6	10	16	12	5	8
Phvul.011G078700.1	14	9	7	6	16	4	2	17	10	16	15	3	9	9	9	18	2	4	3	8	12	8	5	14
Phvul.011G078700.2	14	9	6	6	16	4	2	16	10	16	15	3	9	9	9	18	2	4	3	8	12	8	5	14
Phvul.011G078800.1	5	4	8	5	11	8	4	8	1	2	2	1	20	17	16	20	8	2	0	3	6	11	14	4
Phvul.011G078800.2	5	5	10	6	14	10	4	10	1	3	3	1	23	20	19	24	10	2	0	3	7	13	17	4
Phvul.011G078800.3	5	5	10	6	14	10	4	10	1	3	3	1	23	20	19	24	10	2	0	3	7	13	17	4
Phvul.011G078900.1	40	39	67	41	36	34	11	13	44	125	123	15	66	82	49	32	101	89	106	46	39	58	49	78
Phvul.011G079000.1	26	6	10	6	12	45	12	21	15	21	33	12	51	41	40	26	85	40	39	43	45	19	38	35
Phvul.011G079100.1	52	36	36	27	50	81	58	62	25	44	70	10	115	103	101	81	114	62	42	63	54	46	81	66
Phvul.011G079200.1	13	8	21	7	4	1	0	0	0	1	1	1	4	4	2	2	1	1	0	1	2	15	1	9
Phvul.011G079300.1	303	429	94	261	113	154	127	368	201	488	550	31	2325	3526	1700	1356	198	79	103	159	285	200	1077	446
Phvul.011G079400.1	258	151	232	164	239	815	116	164	138	194	358	142	570	564	357	276	880	670	419	485	583	559	269	378
Phvul.011G079500.1	26	33	17	70	20	0	1	0	5	6	6	0	0	1	0	0	0	0	0	0	23	44	1	46
Phvul.011G079600.1	5	5	7	4	5	4	6	7	3	7	5	2	6	6	8	7	7	10	6	18	9	6	6	6
Phvul.011G079700.1	25	11	13	9	9	25	13	13	9	17	29	6	19	26	18	28	32	18	17	22	38	23	26	44
Phvul.011G079800.1	28	9	15	8	20	12	9	18	26	44	51	16	25	20	22	39	9	20	15	25	49	15	12	71
Phvul.011G079900.1	7	5	7	3	5	10	4	10	5	6	12	3	14	13	14	10	13	7	7	10	11	7	9	10
Phvul.011G080000.1	29	17	31	18	44	27	35	79	21	41	34	11	41	27	43	56	41	27	20	28	47	34	38	36
Phvul.011G080100.1	9	4	14	4	9	7	10	9	3	4	14	3	10	6	8	8	17	14	17	11	10	10	5	13
Phvul.011G080200.1	6	6	15	8	7	5	4	6	2	3	8	2	3	2	4	6	4	4	3	5	11	13	2	4
Phvul.011G080300.1	7	5	9	5	8	6	6	15	3	4	7	2	13	9	12	14	10	5	3	4	10	7	7	7
Phvul.011G080400.1	6	4	5	4	7	8	7	11	6	7	9	2	9	7	7	8	7	6	5	9	8	5	6	6
Phvul.011G080500.1	0	0	0	0	0	0	0	0	0	0	0	0	6	4	4	1	14	0	0	0	0	0	4	0
Phvul.011G080600.1	45	61	126	55	111	1	3	11	96	207	157	15	4	3	3	5	5	4	2	18	35	77	5	11
Phvul.011G080800.1	2	2	4	4	2	1	1	1	1	1	12	1	0	1	1	2	1	0	0	0	1	6	1	4
Phvul.011G080900.1	21	8	20	17	13	40	15	19	11	19	21	6	37	26	25	26	52	34	22	38	49	30	19	30
Phvul.011G081000.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.011G081100.1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.011G081200.1	14	10	11	7	5	2	1	4	4	9	18	3	5	4	5	7	2	11	9	9	13	16	5	14
Phvul.011G081300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	16	55	0	0	0	0
Phvul.011G081400.1	15	178	250	366	93	7	2	1	110	21	43	51	5	14	5	3	4	9	9	15	42	13	5	18
Phvul.011G081500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	7	0	0	0	0
Phvul.011G081600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
Phvul.011G081700.1	9	4	6	5	6	6	4	10	4	6	9	3	7	5	6	7	10	5	4	10	14	9	6	6
