TaxonID	3847	
Satt510	Phytoph 9-3	Phytoph
Satt510	Sclero 5-7	Sclero
Satt510	Sclero 6-6	Sclero
Satt510	Seed oil 13-3	Seed oil
Satt510	Seed oil 37-7	Seed oil
Satt510	Seed protein 21-6	Seed protein
Satt510	Seed protein 33-2	Seed protein
Satt510	Seed weight 41-2	Seed weight
Satt510	Tobacco ring spot virus 1-1	Tobacco ring spot virus
Satt511	mqSeed Oil-001	Seed Oil
Satt511	Seed isoflavone 11-15	Seed isoflavone
Satt511	Seed oil 24-15	Seed oil
Satt511	Seed oil 42-5	Seed oil
Satt511	Seed yield 20-1	Seed yield
Satt513	Canopy wilt 6-2	Canopy wilt
Satt513	Leaflet shape 6-18	Leaflet shape
Satt513	Leaflet shape 7-13	Leaflet shape
Satt514	Leaflet chlorophyll 1-11	Leaflet chlorophyll
Satt514	Phytoph 9-5	Phytoph
Satt514	Plant P 3-2	Plant P
Satt514	SCN 38-6	SCN
Satt514	Seed length to height ratio 1-1	Seed length to height ratio
Satt514	Seed yield 26-1	Seed yield
Satt516	First flower 25-1	First flower
Satt516	Reproductive stage length 7-2	Reproductive stage length
Satt516	Seed coat cracking 3-10	Seed coat cracking
Satt516	Seed glycitein 2-3	Seed glycitein
Satt516	Seed weight 42-3	Seed weight
Satt517	SCN 34-1	SCN
Satt517	SCN 34-1	SCN
Satt517	Seed weight 10-9	Seed weight
Satt518	Seed acidic fraction 1-2	Seed acidic fraction
Satt518	Seed Gly 1-2	Seed Gly
Satt518	Seed Thr 1-4	Seed Thr
Satt518	Seed weight 15-6	Seed weight
Satt519	Flooding yield index 1-2	Flooding yield index
Satt519	Flooding yield index 1-3	Flooding yield index
Satt519	Plant P 1-2	Plant P
Satt519	Plant weight 1-2	Plant weight
Satt519	Reproductive stage length 8-1	Reproductive stage length
Satt519	Root area 1-1	Root area
Satt519	Root area 1-3	Root area
Satt519	Root length, primary 1-1	Root length, primary
Satt519	Root length, primary 1-2	Root length, primary
satt519	Root length, primary 3-1	Root length, primary
Satt519	Root P 1-2	Root P
Satt519	Root to Shoot weight ratio 1-1	Root to Shoot weight ratio
Satt519	Root weight 1-1	Root weight
Satt519	Root weight 1-3	Root weight
Satt519	Seed number 3-1	Seed number
Satt519	Seed number 3-3	Seed number
Satt519	Seed weight 20-1	Seed weight
Satt519	Seed weight 20-3	Seed weight
Satt519	Seed weight 20-4	Seed weight
Satt519	Shoot P 1-2	Shoot P
Satt519	Shoot weight 1-2	Shoot weight
Satt519	Shoot weight 1-3	Shoot weight
Satt520	Phytoph 5-1	Phytoph
Satt520	Seed agglutinin 2-5	Seed agglutinin
Satt520	Seed protein 31-4	Seed protein
Satt520	Seed stearic 8-1	Seed stearic
Satt520	Shoot weight, fresh 1-2	Shoot weight, fresh
Satt520	Shoot weight, fresh 1-3	Shoot weight, fresh
satt521	Root length, primary 3-2	Root length, primary
satt521	Root weight, dry 2-1	Root weight, dry
Satt521	Seed coat cracking 3-8	Seed coat cracking
Satt521	Seed glycitein 2-9	Seed glycitein
Satt521	Seed glycitein 9-9	Seed glycitein
Satt521	Seed isoflavone 4-3	Seed isoflavone
Satt521	Seed set, 4 per pod 1-4	Seed set, 4 per pod
Satt521	Seed weight 30-3	Seed weight
satt521	Shoot weight 4-3	Shoot weight
Satt522	Seed tocopherol, delta 3-2	Seed tocopherol, delta
Satt523	Leaflet length 8-8	Leaflet length
Satt523	Leaflet length 9-9	Leaflet length
Satt523	Leaflet shape 9-7	Leaflet shape
Satt523	Leaflet shape, UV-B induced 1-10	Leaflet shape, UV-B induced
Satt523	Leaflet width 8-9	Leaflet width
Satt523	Plant damage, UV-B induced 1-8	Plant damage, UV-B induced
Satt523	Pod dehiscence 3-7	Pod dehiscence
Satt523	Seed oil 37-6	Seed oil
Satt523	Seed oil 43-24	Seed oil
Satt523	Seed oligosaccharide 1-2	Seed oligosaccharide
Satt523	Seed palmitic plus stearic 1-2	Seed palmitic plus stearic
Satt523	Seed protein 33-4	Seed protein
Satt523	Seed sucrose 2-3	Seed sucrose
Satt523	Shoot weight 3-3	Shoot weight
Satt524	Seed daidzein 13-11	Seed daidzein
Satt524	Seed isoflavone 11-2	Seed isoflavone
Satt524	Seed number 7-2	Seed number
Satt525	Seed palmitic 6-1	Seed palmitic
Satt525	Seed weight 22-1	Seed weight
Satt526	Japanese beetle resistance 1-4	Japanese beetle resistance
Satt526	Leaflet area 2-1	Leaflet area
Satt526	Leaflet N, specific 1-1	Leaflet N, specific
Satt526	Pod weight 1-1	Pod weight
Satt526	Seed oil 42-2	Seed oil
Satt527	cqSeed weight-005	Seed weight
Satt527	cqSeed weight-007	Seed weight
Satt527	cqSeed weight-009	Seed weight
Satt527	cqSeed weight-012	Seed weight
Satt527	Leaflet width 3-3	Leaflet width
Satt527	Phytoph 13-1	Phytoph
Satt527	Phytoph 15-1	Phytoph
Satt527	Phytoph 9-6	Phytoph
Satt527	Plant height 8-3	Plant height
Satt527	Pod maturity 8-3	Pod maturity
Satt527	Seed height 1-10	Seed height
Satt527	Seed height 1-10	Seed height
Satt527	Seed length 1-10	Seed length
Satt527	Seed length 1-10	Seed length
Satt527	Seed length 4-8	Seed length
Satt527	Seed oil 43-28	Seed oil
Satt527	Seed phytate 2-2	Seed phytate
Satt527	Seed volume 1-7	Seed volume
Satt527	Seed volume 1-7	Seed volume
Satt527	Seed weight 34-7	Seed weight
Satt527	Seed weight 35-7	Seed weight
Satt527	Seed weight 36-7	Seed weight
Satt527	Seed weight 5-1	Seed weight
Satt527	Seed yield to Plant height ratio 2-5	Seed yield to Plant height ratio
Satt527	Total growth duration 1-3	Total growth duration
Satt528	Seed isoflavone 11-12	Seed isoflavone
Satt528	Seed yield 26-1	Seed yield
Satt529	Seed yield 20-2	Seed yield
Satt530	Japanese beetle resistance 1-8	Japanese beetle resistance
Satt530	Leaflet length 8-15	Leaflet length
Satt530	Leaflet length 9-15	Leaflet length
Satt530	Root length, primary 2-3	Root length, primary
Satt530	Seed glycitein 11-4	Seed glycitein
Satt530	Seed linoleic 10-1	Seed linoleic
Satt530	Seed oil 24-13	Seed oil
Satt530	Seed oil 24-5	Seed oil
Satt530	Seed oil 43-32	Seed oil
Satt530	Seed oleic 9-1	Seed oleic
Satt530	Seed protein 36-36	Seed protein
Satt530	Seed weight 30-2	Seed weight
Satt530	Seed weight 32-3	Seed weight
Satt531	First flower 16-1	First flower
Satt531	First flower 16-1	First flower
Satt531	Plant height 42-1	Plant height
Satt531	Seed hardness 1-2	Seed hardness
Satt531	Seed oil 42-20	Seed oil
Satt533	SCN 34-1	SCN
Satt533	SCN 34-1	SCN
Satt534	First flower 21-1	First flower
Satt534	Lodging 21-2	Lodging
Satt534	Plant P 3-4	Plant P
Satt534	Plant weight, dry 1-4	Plant weight, dry
Satt534	Reproductive period 1-6	Reproductive period
Satt534	Root weight, dry 3-2	Root weight, dry
Satt534	Seed linolenic 10-1	Seed linolenic
Satt534	Seed oil 43-5	Seed oil
Satt534	Shoot weight, dry 4-1	Shoot weight, dry
Satt536	Corn earworm 9-5	Corn earworm
Satt536	Reproductive stage length 5-3	Reproductive stage length
Satt536	Seed oil 43-29	Seed oil
Satt537	cqSeed agglutinin-003	Seed agglutinin
Satt537	Plant height 26-9	Plant height
Satt537	Plant height 26-9	Plant height
Satt537	Seed agglutinin 2-2	Seed agglutinin
Satt537	Seed linoleic 7-1	Seed linoleic
Satt537	Seed linolenic 6-3	Seed linolenic
Satt537	Seed palmitic 5-2	Seed palmitic
Satt537	Seed palmitic 5-2	Seed palmitic
Satt537	Seed protein 27-1	Seed protein
Satt537	Seed set, 2 per pod 1-1	Seed set, 2 per pod
Satt537	Seed sucrose 3-2	Seed sucrose
Satt537	Seed sucrose 3-2	Seed sucrose
Satt537	Seed tocopherol, alpha 3-6	Seed tocopherol, alpha
Satt537	Seed Trp 1-4	Seed Trp
Satt537	Seed Val 1-2	Seed Val
Satt538	Seed daidzein 2-5	Seed daidzein
Satt538	Seed viability 1-1	Seed viability
Satt538	Seed weight 34-1	Seed weight
Satt538	Seed weight 36-1	Seed weight
Satt538	Seed weight 49-1	Seed weight
Satt539	Nodule weight per plant, dry 1-7	Nodule weight per plant, dry
Satt539	Seed protein 24-3	Seed protein
Satt539	Seed yield 13-2	Seed yield
Satt540	mqPlant height-012	Plant height
Satt540	Reproductive stage length 5-4	Reproductive stage length
Satt540	Seed genistein 11-9	Seed genistein
Satt540	Seed genistein 13-2	Seed genistein
Satt540	Seed genistein 2-3	Seed genistein
Satt540	Seed genistein 3-4	Seed genistein
Satt540	Seed glycitein 11-7	Seed glycitein
Satt540	Seed glycitein 13-1	Seed glycitein
Satt540	Seed glycitein 2-7	Seed glycitein
Satt540	Seed glycitein 3-2	Seed glycitein
Satt540	Seed isoflavone 1-7	Seed isoflavone
Satt540	Seed isoflavone 11-4	Seed isoflavone
Satt540	Seed isoflavone 2-5	Seed isoflavone
Satt540	Seed oil 23-6	Seed oil
Satt540	Seed oil 42-22	Seed oil
Satt540	Seed protein 24-4	Seed protein
Satt540	Seed total isoflavone 9-9	Seed total isoflavone
Satt540	Seed weight 45-4	Seed weight
Satt540	Seed yield 31-11	Seed yield
Satt540	Seed yield to weight ratio 1-1	Seed yield to weight ratio
Satt541	Corn earworm 9-3	Corn earworm
Satt541	Pod borer 1-1	Pod borer
Satt541	Pod maturity 26-2	Pod maturity
Satt541	Reproductive stage length 7-3	Reproductive stage length
Satt541	SCN 39-4	SCN
Satt541	Seed agglutinin 3-2	Seed agglutinin
Satt541	Seed daidzein 7-4	Seed daidzein
Satt541	Seed fill 5-1	Seed fill
Satt541	Seed genistein 6-1	Seed genistein
Satt541	Seed isoflavone 6-4	Seed isoflavone
Satt541	Seed linoleic 10-5	Seed linoleic
Satt541	Seed protein 34-8	Seed protein
Satt541	Seed stearic 8-10	Seed stearic
Satt541	Seed weight 23-2	Seed weight
Satt541	Seed weight 44-1	Seed weight
Satt542	Lodging 16-1	Lodging
Satt542	Plant height 17-11	Plant height
Satt542	Row spacing response 2-3	Row spacing response
Satt542	Seed tocopherol, total 2-3	Seed tocopherol, total
Satt543	cqSCN-005	SCN
Satt543	Phytoph 12-2	Phytoph
Satt543	Reproductive period 1-7	Reproductive period
Satt543	Sclero 2-9	Sclero
Satt543	Sclero 4-2	Sclero
Satt543	SDS 11-2	SDS
Satt543	Seed protein 36-16	Seed protein
Satt543	Seed protein 47-5	Seed protein
Satt543	Seed yield 26-1	Seed yield
Satt544	Photoperiod insensitivity 5-2	Photoperiod insensitivity
Satt544	Plant height 17-4	Plant height
Satt544	Pod maturity 16-3	Pod maturity
Satt544	Seed glycitein 9-8	Seed glycitein
Satt544	Seed oil 36-7	Seed oil
Satt544	Seed oleic 8-3	Seed oleic
Satt544	Seed palmitic 7-7	Seed palmitic
Satt544	Seed yield 15-5	Seed yield
Satt544	Vegetative period 1-4	Vegetative period
Satt545	cqSeed agglutinin-002	Seed agglutinin
Satt545	Leaflet width 10-1	Leaflet width
Satt545	Node number 3-1	Node number
Satt545	Node number 3-2	Node number
Satt545	Plant height 24-1	Plant height
Satt545	Plant height 24-2	Plant height
Satt545	Sclero 2-1	Sclero
Satt545	Sclero 3-1	Sclero
Satt545	Sclero 6-1	Sclero
Satt545	Seed agglutinin 1-1	Seed agglutinin
Satt545	Seed set, 4 per pod 1-1	Seed set, 4 per pod
Satt545	Seed tocopherol, alpha 3-5	Seed tocopherol, alpha
Satt545	Whitefly resistance 1-4	Whitefly resistance
Satt546	First flower 15-1	First flower
Satt546	First flower 15-1	First flower
Satt546	First flower 24-1	First flower
Satt546	Internode length 1-12	Internode length
Satt546	Internode length 1-12	Internode length
Satt546	Pod dehiscence 3-3	Pod dehiscence
Satt546	Seed glycitein 11-2	Seed glycitein
Satt546	Seed isoflavone 7-9	Seed isoflavone
Satt546	Seed oil 31-1	Seed oil
Satt546	Seed oligosaccharide 1-1	Seed oligosaccharide
Satt546	Seed sucrose 2-2	Seed sucrose
Satt546	Seed yield 22-3	Seed yield
Satt547	BSR 5-2	BSR
Satt547	Leaflet shape 6-11	Leaflet shape
Satt547	Leaflet width 6-6	Leaflet width
Satt547	Photoperiod insensitivity 5-4	Photoperiod insensitivity
Satt547	Plant height 17-10	Plant height
Satt547	Plant height 25-2	Plant height
Satt547	Plant height 26-16	Plant height
Satt547	Plant height 26-16	Plant height
Satt547	SCN 28-2	SCN
Satt547	SCN 29-2	SCN
Satt547	SCN 29-6	SCN
Satt547	Seed glycitein 2-1	Seed glycitein
Satt547	Seed hardness 2-8	Seed hardness
Satt547	Seed yield 15-14	Seed yield
Satt547	Seed yield 23-3	Seed yield
Satt547	Seed yield 31-9	Seed yield
Satt547:J:67.79	SCN 45-2	SCN
Satt548	Reproductive to vegetative period ratio 1-2	Reproductive to vegetative period ratio
Satt549	Lodging 19-3	Lodging
Satt549	Pod weight 1-3	Pod weight
Satt549	SCN 33-7	SCN
Satt549	SCN 33-7	SCN
Satt549	Seed protein 36-37	Seed protein
Satt550	SCN 38-5	SCN
Satt550	Seed linoleic 10-3	Seed linoleic
Satt550	Seed oleic 9-2	Seed oleic
Satt550	Seed protein 42-1	Seed protein
Satt551	Pod number 8-2	Pod number
Satt551	SCN 40-4	SCN
Satt551	Seed daidzein 7-5	Seed daidzein
Satt551	Seed genistein 7-6	Seed genistein
Satt551	Seed isoflavone 6-6	Seed isoflavone
Satt551	Seed protein 41-9	Seed protein
Satt551	Seed weight 46-2	Seed weight
Satt551	Stem weight, dry 1-2	Stem weight, dry
Satt552	mqPlant height-010	Plant height
Satt552	SCN 39-5	SCN
Satt552	Seed glycitein 7-3	Seed glycitein
Satt552	Seed tocopherol, total 3-6	Seed tocopherol, total
Satt553	Internode length 2-11	Internode length
Satt553	Seed volume 1-2	Seed volume
Satt553	Seed volume 1-2	Seed volume
Satt553	Seed width 1-2	Seed width
Satt553	Seed width 1-2	Seed width
Satt554	Asian Soybean Rust 2-3	Asian Soybean Rust
Satt554	Nodule number 3-7	Nodule number
Satt554	Nodule weight per plant, dry 1-12	Nodule weight per plant, dry
Satt554	Plant height 39-1	Plant height
Satt554	Stem length, main 2-2	Stem length, main
Satt555	mqPlant height-009	Plant height
Satt555	Seed set, 3 per pod 1-2	Seed set, 3 per pod
Satt555	Seed weight 34-6	Seed weight
Satt555	Seed weight 35-6	Seed weight
Satt555	Seed weight 36-6	Seed weight
Satt556	Leaflet length 10-3	Leaflet length
Satt556	Leaflet shape 6-2	Leaflet shape
Satt556	Pod maturity 19-4	Pod maturity
Satt556	Reproductive period 1-6	Reproductive period
Satt556	Seed isoflavone 11-17	Seed isoflavone
Satt556	Seed linoleic 7-3	Seed linoleic
Satt556	Seed N at R5 1-3	Seed N at R5
Satt556	Seed oil 28-1	Seed oil
Satt556	Seed oil 42-27	Seed oil
Satt556	Seed oil 43-6	Seed oil
Satt556	Seed oleic 7-3	Seed oleic
Satt556	Seed stearic 4-1	Seed stearic
Satt556	Seed stearic 4-1	Seed stearic
Satt556	Seed yield 23-11	Seed yield
Satt557	First flower 22-2	First flower
Satt557	First flower 22-2	First flower
Satt557	First flower 26-11	First flower
Satt557	Photoperiod insensitivity 3-1	Photoperiod insensitivity
Satt557	Photoperiod insensitivity 4-1	Photoperiod insensitivity
Satt557	Phytoph 5-1	Phytoph
Satt557	Plant height 25-4	Plant height
Satt557	Pod maturity 13-4	Pod maturity
Satt557	Pod maturity 19-5	Pod maturity
Satt557	Reproductive period 1-4	Reproductive period
Satt557	Reproductive to vegetative period ratio 1-1	Reproductive to vegetative period ratio
Satt557	Seed protein 28-1	Seed protein
Satt557	Seed weight 34-15	Seed weight
Satt557	Seed yield 19-3	Seed yield
Satt557	Seed yield 23-5	Seed yield
Satt557	Total growth duration 1-1	Total growth duration
Satt557	Total growth duration 1-4	Total growth duration
Satt557	Vegetative period 1-1	Vegetative period
Satt557	Vegetative period 1-3	Vegetative period
Satt558	Bean pyralid 1-2	Bean pyralid
Satt558	Pubescence density 2-5	Pubescence density
Satt558	Seed stearic 5-3	Seed stearic
Satt559	First flower 24-2	First flower
Satt559	Seed weight 50-5	Seed weight
Satt560	Seed isoflavone 11-17	Seed isoflavone
Satt560	Seed linolenic 10-2	Seed linolenic
Satt560	Seed protein 25-1	Seed protein
Satt561	cqSeed phytate-002	Seed phytate
Satt561	First flower 25-4	First flower
Satt561	Pod maturity 24-4	Pod maturity
Satt561	Pod number 9-3	Pod number
Satt561	Reproductive stage length 5-6	Reproductive stage length
Satt561	Seed number 6-1	Seed number
Satt561	Seed phytate 2-2	Seed phytate
Satt561	Seed weight 34-7	Seed weight
Satt561	Seed weight 36-7	Seed weight
Satt561	Seed weight 43-4	Seed weight
Satt561	Seed weight per plant 5-2	Seed weight per plant
Satt561	Seed yield 8-1	Seed yield
Satt561	Stem length, main 3-2	Stem length, main
Satt561	Stem weight, dry 2-2	Stem weight, dry
Satt562	SDS 16-4	SDS
Satt562	Seed oil 14-3	Seed oil
Satt562	Seed oil 39-10	Seed oil
Satt562	Seed oil 42-18	Seed oil
Satt562	Seed oil 42-38	Seed oil
Satt562	Seed protein 37-7	Seed protein
Satt562	Seed weight 12-8	Seed weight
Satt564	Flower number 1-9	Flower number
Satt564	Pod number 1-8	Pod number
Satt564	Seed Met 1-2	Seed Met
Satt564	Seed Met 2-2	Seed Met
Satt564	Seed protein 34-9	Seed protein
Satt564	Seed protein 41-3	Seed protein
Satt565	Canopy wilt 3-9	Canopy wilt
Satt565	Pod number 11-4	Pod number
Satt565	Seed protein 36-5	Seed protein
Satt565	Seed protein 36-6	Seed protein
Satt565	Seed tocopherol, gamma 1-2	Seed tocopherol, gamma
Satt565	Seed tocopherol, gamma 2-2	Seed tocopherol, gamma
Satt565	Seed weight 13-4	Seed weight
Satt565	Seed weight 47-3	Seed weight
Satt566	SDS 11-5	SDS
Satt566	Somatic emb per explant 2-2	Somatic emb per explant
Satt567	Common cutworm 1-2	Common cutworm
Satt567	Corn earworm 8-2	Corn earworm
Satt567	First flower 6-1	First flower
Satt567	Leaflet shape, UV-B induced 10-3	Leaflet shape, UV-B induced
Satt567	mqPlant height-011	Plant height
Satt567	Plant damage, UV-B induced 1-3	Plant damage, UV-B induced
Satt567	Plant height 13-9	Plant height
Satt567	Plant height 18-6	Plant height
Satt567	Plant height 19-5	Plant height
Satt567	Pod maturity 10-2	Pod maturity
Satt567	Pod maturity 14-4	Pod maturity
Satt567	Pod maturity 15-1	Pod maturity
Satt567	Reproductive stage length 4-3	Reproductive stage length
Satt567	Seed abortion 1-2	Seed abortion
Satt567	Seed abortion 1-4	Seed abortion
Satt567	Seed Glu 1-6	Seed Glu
Satt567	Seed height 1-7	Seed height
Satt567	Seed height 1-7	Seed height
Satt567	Seed length 1-6	Seed length
Satt567	Seed length 1-6	Seed length
Satt567	Seed Leu 1-6	Seed Leu
Satt567	Seed protein 12-4	Seed protein
Satt567	Seed protein 13-3	Seed protein
Satt567	Seed set 1-7	Seed set
Satt567	Seed volume 1-6	Seed volume
Satt567	Seed volume 1-6	Seed volume
Satt567	Seed width 1-5	Seed width
Satt567	Seed width 1-5	Seed width
Satt567	Seed yield 16-5	Seed yield
Satt567	Seed yield 17-4	Seed yield
Satt567	Seed yield 17-5	Seed yield
Satt568	First flower 25-2	First flower
satt568	Hypocotyl length 3-1	Hypocotyl length
satt568	Hypocotyl weight 1-1	Hypocotyl weight
Satt568	Seed protein 28-3	Seed protein
Satt568	Seed weight 43-3	Seed weight
Satt569	Pod maturity 22-5	Pod maturity
Satt569	Pod maturity 22-8	Pod maturity
Satt569	Seed daidzein 11-4	Seed daidzein
Satt569	Seed daidzein 13-5	Seed daidzein
Satt569	Seed genistein 11-8	Seed genistein
Satt569	Seed genistein 13-6	Seed genistein
Satt569	Seed protein 26-13	Seed protein
Satt569	Seed total isoflavone 9-11	Seed total isoflavone
Satt569	Seed total isoflavone 9-3	Seed total isoflavone
Satt570	Branching 4-4	Branching
Satt570	Internode length 1-11	Internode length
Satt570	Internode length 1-11	Internode length
Satt570	Internode length 1-8	Internode length
Satt570	Internode length 1-8	Internode length
Satt570	Root density, lateral 1-1	Root density, lateral
satt570	Root weight, dry 2-3	Root weight, dry
Satt570	Root width, primary 1-1	Root width, primary
Satt570	SCN 48-2	SCN
Satt570	SDS 7-3	SDS
Satt570	Seed Leu 1-4	Seed Leu
Satt570	Seed N at R7 1-6	Seed N at R7
Satt570	Seed Pro 1-3	Seed Pro
Satt570	Seed protein 20-1	Seed protein
Satt570	Seed Trp 1-5	Seed Trp
Satt570	Seed weight per plant 6-3	Seed weight per plant
Satt570	Seed weight per plant 6-4	Seed weight per plant
Satt571	Leaflet length 7-9	Leaflet length
Satt571	Leaflet shape 7-7	Leaflet shape
Satt571	Node number 6-1	Node number
Satt571	Pod maturity 24-5	Pod maturity
Satt571	Seed coat cracking 3-2	Seed coat cracking
Satt571	Seed coat hardness 2-4	Seed coat hardness
Satt571	Seed oil 27-3	Seed oil
Satt571	Seed oil 42-36	Seed oil
Satt571	Seed palmitic 10-2	Seed palmitic
Satt571	Seed protein 26-3	Seed protein
Satt571	Seed protein 41-4	Seed protein
Satt571	Seed stearic 8-11	Seed stearic
Satt571	Seed weight 34-5	Seed weight
Satt572	Canopy wilt 2-3	Canopy wilt
Satt572	Drought tolerance 6-2	Drought tolerance
Satt573	cqSCN-006	SCN
Satt573	mqSeed Oil-013	Seed Oil
Satt573	Nodule number 1-2	Nodule number
Satt573	SCN 29-6	SCN
Satt573	SCN 29-9	SCN
Satt573	SCN 38-1	SCN
Satt573	Seed oil 24-24	Seed oil
Satt573	Seed tocopherol, gamma 3-3	Seed tocopherol, gamma
Satt573	Seed tocopherol, total 3-2	Seed tocopherol, total
Satt573	Seed weight 33-2	Seed weight
Satt573	Seed width 1-1	Seed width
Satt573	Seed width 1-1	Seed width
Satt573	Shoot weight, dry 2-1	Shoot weight, dry
Satt573:E:35.79	SCN 45-6	SCN
Satt574	Phytoph 11-20	Phytoph
Satt574	Phytoph 9-5	Phytoph
Satt574	SDS 11-2	SDS
Satt574	Seed oil 42-13	Seed oil
Satt574	Seed yield 26-1	Seed yield
Satt575	Corn earworm 8-1	Corn earworm
Satt575	Plant height 18-5	Plant height
Satt575	Plant height 19-4	Plant height
Satt575	Seed protein 31-2	Seed protein
Satt575	Seed yield 16-4	Seed yield
Satt575	Seed yield 17-3	Seed yield
Satt576	Seed tocopherol, gamma 1-6	Seed tocopherol, gamma
Satt576	Seed tocopherol, gamma 2-6	Seed tocopherol, gamma
Satt576	Seed yield 25-3	Seed yield
Satt577	Canopy wilt 1-2	Canopy wilt
Satt577	Chlorosis, leaflet UV-B induced 1-4	Chlorosis, leaflet UV-B induced
Satt577	Pod dehiscence 3-2	Pod dehiscence
Satt577	Seed protein 47-4	Seed protein
Satt577	Seed weight 29-1	Seed weight
Satt578	Phytoph 14-7	Phytoph
Satt578	Pod maturity 8-5	Pod maturity
Satt578	Seed agglutinin 3-1	Seed agglutinin
Satt578	Seed height 1-12	Seed height
Satt578	Seed height 1-12	Seed height
Satt578	Seed length 1-13	Seed length
Satt578	Seed length 1-13	Seed length
Satt578	Seed linolenic 6-2	Seed linolenic
Satt578	Seed oil 29-1	Seed oil
Satt578	Seed protein 19-1	Seed protein
Satt578	Seed protein 7-2	Seed protein
Satt578	Seed set 1-5	Seed set
Satt578	Seed volume 1-9	Seed volume
Satt578	Seed volume 1-9	Seed volume
Satt578	Stem length, main 2-1	Stem length, main
Satt578	Stem strength, main 1-4	Stem strength, main
Satt579	Phytoph 1-2	Phytoph
Satt579	Phytoph 2-2	Phytoph
Satt579	Phytoph 3-2	Phytoph
Satt579	Phytoph 4-2	Phytoph
Satt579	Phytoph 6-3	Phytoph
Satt579	Plant height 40-1	Plant height
Satt579	Seed oil 43-11	Seed oil
Satt579	Seed weight 34-3	Seed weight
Satt580	Leaflet chlorophyll 1-6	Leaflet chlorophyll
Satt580	Leaflet shape 6-3	Leaflet shape
Satt580	Leaflet shape 9-5	Leaflet shape
Satt580	Leaflet width 6-2	Leaflet width
Satt580	Leaflet width 7-2	Leaflet width
Satt580	Root morphology 1-1	Root morphology
Satt580	Seed Cys 3-4	Seed Cys
Satt580	Seed Met 3-4	Seed Met
Satt580	Seed oil 39-5	Seed oil
Satt581	Branching 2-1	Branching
Satt581	Drought tolerance 6-3	Drought tolerance
Satt581	First flower 24-4	First flower
Satt581	Flood tolerance 4-11	Flood tolerance
Satt581	Flood tolerance 4-11	Flood tolerance
Satt581	Plant height 19-2	Plant height
Satt581	Plant height 31-2	Plant height
Satt581	Pod maturity 15-2	Pod maturity
Satt581	Pod maturity 26-3	Pod maturity
Satt581	Pod number 2-2	Pod number
Satt581	Pod number 8-3	Pod number
Satt581	Reproductive stage length 7-5	Reproductive stage length
Satt581	Seed protein 27-5	Seed protein
Satt581	Seed weight 37-6	Seed weight
Satt581	Stem weight, dry 1-3	Stem weight, dry
Satt582	Seed height 1-8	Seed height
Satt582	Seed height 1-8	Seed height
Satt582	Seed yield to Plant height ratio 2-4	Seed yield to Plant height ratio
Satt583	Japanese beetle resistance 1-7	Japanese beetle resistance
Satt583	Reproductive stage length 8-1	Reproductive stage length
Satt583	SCN 17-1	SCN
Satt583	SCN 18-2	SCN
Satt583	SCN 20-1	SCN
Satt583	SCN 23-1	SCN
Satt583	SCN 24-1	SCN
Satt583	SCN 32-2	SCN
Satt583	SCN 32-2	SCN
Satt583	Seed isoflavone 11-16	Seed isoflavone
Satt583	Seed tocopherol, delta 3-5	Seed tocopherol, delta
Satt583	Seed weight 35-9	Seed weight
Satt583	Seed weight 36-11	Seed weight
Satt584	Pod maturity 20-2	Pod maturity
Satt584	Seed Cys 3-8	Seed Cys
Satt584	Seed linolenic 14-6	Seed linolenic
Satt584	Seed Met 3-8	Seed Met
Satt584	Seed oil 39-15	Seed oil
Satt584	Seed protein 37-11	Seed protein
Satt584	Seed stearic 8-5	Seed stearic
Satt585	Row spacing response 1-2	Row spacing response
Satt585	Seed linoleic 10-4	Seed linoleic
Satt585	Seed oleic 9-3	Seed oleic
Satt585	Seed stearic 8-9	Seed stearic
Satt586	First flower 11-4	First flower
Satt586	Leaflet P 1-2	Leaflet P
Satt586	Node number 1-6	Node number
Satt586	Plant height 20-5	Plant height
Satt586	Pod maturity 17-5	Pod maturity
Satt586	Rag 4-2	Rag
Satt586	Seed yield 18-3	Seed yield
Satt587	Node number 6-1	Node number
Satt587	Nodule number 1-3	Nodule number
Satt587	Root nodule weight, dry 1-1	Root nodule weight, dry
Satt587	Seed Cys 3-7	Seed Cys
Satt587	Seed daidzein 11-5	Seed daidzein
Satt587	Seed daidzein 13-8	Seed daidzein
Satt587	Seed daidzein 3-2	Seed daidzein
Satt587	Seed Met 3-7	Seed Met
Satt587	Seed protein 37-8	Seed protein
Satt588	Sclero 2-18	Sclero
Satt588	Seed arabinose plus galactose 1-2	Seed arabinose plus galactose
Satt589	Seed genistein 13-4	Seed genistein
Satt590	Chlorosis, leaflet UV-B induced 1-1	Chlorosis, leaflet UV-B induced
Satt590	Leaflet shape, UV-B induced 10-4	Leaflet shape, UV-B induced
Satt590	mqPlant height-011	Plant height
Satt590	Petiole color, UV-B induced 1-2	Petiole color, UV-B induced
Satt590	Plant damage, UV-B induced 1-4	Plant damage, UV-B induced
Satt590	Seed length 5-3	Seed length
Satt590	Seed Met 1-3	Seed Met
Satt590	Seed Met 2-3	Seed Met
Satt590	Seed Met plus Cys 1-3	Seed Met plus Cys
Satt590	Seed oleic 7-1	Seed oleic
Satt590	Seed stearic 3-3	Seed stearic
Satt590	Seed weight 10-11	Seed weight
Satt590	Seed yield 19-5	Seed yield
Satt591	Pod maturity 31-1	Pod maturity
Satt591	Pod maturity 37-1	Pod maturity
