#ID	pathway	protein
6888970	tetrahydrofolate biosynthesis II	GLYMA.18G03820
6888970	tetrahydrofolate biosynthesis II	GLYMA.12G04480
6888970	tetrahydrofolate biosynthesis II	GLYMA.16G03830
6888970	tetrahydrofolate biosynthesis II	GLYMA.10G41290
6888970	tetrahydrofolate biosynthesis II	GLYMA.20G38740
6888970	tetrahydrofolate biosynthesis II	GLYMA.02G13270
6888970	tetrahydrofolate biosynthesis II	GLYMA.10G44010
6888970	tetrahydrofolate biosynthesis II	GLYMA.01G07791
6888970	tetrahydrofolate biosynthesis II	GLYMA.11G12280
6889125	Plastid glycolysis	GLYMA.16G04940
6889125	Plastid glycolysis	GLYMA.06G01850
6889125	Plastid glycolysis	GLYMA.02G07595
6889125	Plastid glycolysis	GLYMA.03G34300
6889125	Plastid glycolysis	GLYMA.17G23070
6889125	Plastid glycolysis	GLYMA.13G20930
6889125	Plastid glycolysis	GLYMA.19G28240
6889125	Plastid glycolysis	GLYMA.04G01750
6889125	Plastid glycolysis	GLYMA.10G06740
6889125	Plastid glycolysis	GLYMA.19G36990
6889015	biotin biosynthesis II	GLYMA.20G36590
6889015	biotin biosynthesis II	GLYMA.16G26210
6889015	biotin biosynthesis II	GLYMA.02G07250
6889015	biotin biosynthesis II	GLYMA.05G27360
6889015	biotin biosynthesis II	GLYMA.03G04990
6889015	biotin biosynthesis II	GLYMA.12G02510
6889015	biotin biosynthesis II	GLYMA.08G10340
6889015	biotin biosynthesis II	GLYMA.12G02320
6889015	biotin biosynthesis II	GLYMA.11G09980
6889015	biotin biosynthesis II	GLYMA.17G35800
6889015	biotin biosynthesis II	GLYMA.01G32090
6889015	biotin biosynthesis II	GLYMA.03G41120
6889015	biotin biosynthesis II	GLYMA.14G09380
6889015	biotin biosynthesis II	GLYMA.10G30880
6889015	biotin biosynthesis II	GLYMA.13G01170
6889015	biotin biosynthesis II	GLYMA.18G44250
6889015	biotin biosynthesis II	GLYMA.11G10190
6889101	peptidoglycan biosynthesis I	GLYMA.10G30611
6889101	peptidoglycan biosynthesis I	GLYMA.08G01850
6889101	peptidoglycan biosynthesis I	GLYMA.05G13540
6889101	peptidoglycan biosynthesis I	GLYMA.06G36690
6889101	peptidoglycan biosynthesis I	GLYMA.09G41600
6889101	peptidoglycan biosynthesis I	GLYMA.18G44100
6889101	peptidoglycan biosynthesis I	GLYMA.05G37740
6889101	peptidoglycan biosynthesis I	GLYMA.20G36934
6889119	cyanate degradation	GLYMA.19G36970
6889119	cyanate degradation	GLYMA.19G31870
6889119	cyanate degradation	GLYMA.12G29960
6889119	cyanate degradation	GLYMA.01G03720
6889119	cyanate degradation	GLYMA.10G08510
6889119	cyanate degradation	GLYMA.19G31710
6889119	cyanate degradation	GLYMA.02G37710
6889119	cyanate degradation	GLYMA.11G20290
6889119	cyanate degradation	GLYMA.13G39920
6889119	cyanate degradation	GLYMA.11G20300
6889119	cyanate degradation	GLYMA.03G34270
6889119	cyanate degradation	GLYMA.18G19080
6889119	cyanate degradation	GLYMA.02G03990
6889119	cyanate degradation	GLYMA.14G36000
6889119	cyanate degradation	GLYMA.08G39510
6889119	cyanate degradation	GLYMA.05G08590
6889119	cyanate degradation	GLYMA.10G06730
6889119	cyanate degradation	GLYMA.13G20920
6889119	cyanate degradation	GLYMA.03G28950
6889119	cyanate degradation	GLYMA.06G19400
6889119	cyanate degradation	GLYMA.10G06710
6889119	cyanate degradation	GLYMA.13G33080
6889119	cyanate degradation	GLYMA.19G01050
6889119	cyanate degradation	GLYMA.10G00790
6889119	cyanate degradation	GLYMA.15G06280
6889107	thiamine biosynthesis	GLYMA.08G37680
6889107	thiamine biosynthesis	GLYMA.12G29140
6889107	thiamine biosynthesis	GLYMA.18G28830
6889107	thiamine biosynthesis	GLYMA.17G02480
6889107	thiamine biosynthesis	GLYMA.08G20080
6889107	thiamine biosynthesis	GLYMA.09G33320
6889107	thiamine biosynthesis	GLYMA.13G28470
6889107	thiamine biosynthesis	GLYMA.08G37670
6889107	thiamine biosynthesis	GLYMA.15G10610
6889107	thiamine biosynthesis	GLYMA.07G38260
6889036	galactosylcyclitol biosynthesis	GLYMA.15G09810
6889036	galactosylcyclitol biosynthesis	GLYMA.13G29280
6889036	galactosylcyclitol biosynthesis	GLYMA.17G32180
6889036	galactosylcyclitol biosynthesis	GLYMA.08G10590
6889036	galactosylcyclitol biosynthesis	GLYMA.05G27610
6889036	galactosylcyclitol biosynthesis	GLYMA.14G14000
6889128	chlorophyll cycle	GLYMA.18G43310
6889128	chlorophyll cycle	GLYMA.16G19390
6889128	chlorophyll cycle	GLYMA.16G19340
6889128	chlorophyll cycle	GLYMA.07G18470
6889058	glutathione redox reactions I	GLYMA.08G05200
6889058	glutathione redox reactions I	GLYMA.16G27210
6889058	glutathione redox reactions I	GLYMA.05G37900
6889058	glutathione redox reactions I	GLYMA.01G42840
6889058	glutathione redox reactions I	GLYMA.02G16010
6889058	glutathione redox reactions I	GLYMA.17G34110
6889058	glutathione redox reactions I	GLYMA.10G03000
6889058	glutathione redox reactions I	GLYMA.19G33650
6889058	glutathione redox reactions I	GLYMA.02G08180
6889058	glutathione redox reactions I	GLYMA.03G30800
6889058	glutathione redox reactions I	GLYMA.05G34490
6889058	glutathione redox reactions I	GLYMA.08G01700
6889058	glutathione redox reactions I	GLYMA.11G02630
6889058	glutathione redox reactions I	GLYMA.14G11685
6889058	glutathione redox reactions I	GLYMA.10G03740
6889058	glutathione redox reactions I	GLYMA.02G16800
6889074	momilactone biosynthesis	GLYMA.07G39710
6889074	momilactone biosynthesis	GLYMA.10G22060
6889074	momilactone biosynthesis	GLYMA.03G31080
6889074	momilactone biosynthesis	GLYMA.10G22000
6889074	momilactone biosynthesis	GLYMA.08G11570
6889074	momilactone biosynthesis	GLYMA.14G14520
6889074	momilactone biosynthesis	GLYMA.02G40150
6889074	momilactone biosynthesis	GLYMA.02G17940
6889074	momilactone biosynthesis	GLYMA.02G46840
6889074	momilactone biosynthesis	GLYMA.18G08950
6889074	momilactone biosynthesis	GLYMA.14G01880
6889074	momilactone biosynthesis	GLYMA.18G08930
6889074	momilactone biosynthesis	GLYMA.20G00980
6889074	momilactone biosynthesis	GLYMA.20G00960
6889074	momilactone biosynthesis	GLYMA.09G41570
6889074	momilactone biosynthesis	GLYMA.18G08940
6889074	momilactone biosynthesis	GLYMA.11G06660
6889074	momilactone biosynthesis	GLYMA.10G12790
6889074	momilactone biosynthesis	GLYMA.20G00970
6889074	momilactone biosynthesis	GLYMA.10G12710
6889074	momilactone biosynthesis	GLYMA.19G33951
6889074	momilactone biosynthesis	GLYMA.15G05580
6889074	momilactone biosynthesis	GLYMA.01G38610
6889074	momilactone biosynthesis	GLYMA.17G31560
6889074	momilactone biosynthesis	GLYMA.10G22100
6889074	momilactone biosynthesis	GLYMA.02G46820
6889074	momilactone biosynthesis	GLYMA.20G00990
6889074	momilactone biosynthesis	GLYMA.10G22080
6889074	momilactone biosynthesis	GLYMA.08G19410
6889074	momilactone biosynthesis	GLYMA.01G38590
6889074	momilactone biosynthesis	GLYMA.17G01110
6889074	momilactone biosynthesis	GLYMA.02G17720
6889074	momilactone biosynthesis	GLYMA.08G43930
6889074	momilactone biosynthesis	GLYMA.03G31111
6889074	momilactone biosynthesis	GLYMA.08G43890
6889074	momilactone biosynthesis	GLYMA.10G22070
6889074	momilactone biosynthesis	GLYMA.08G43900
6889074	momilactone biosynthesis	GLYMA.01G42600
6889074	momilactone biosynthesis	GLYMA.10G22120
6889074	momilactone biosynthesis	GLYMA.10G22090
6889074	momilactone biosynthesis	GLYMA.08G43920
6889074	momilactone biosynthesis	GLYMA.07G20080
6889074	momilactone biosynthesis	GLYMA.07G20430
6889074	momilactone biosynthesis	GLYMA.01G38600
6889074	momilactone biosynthesis	GLYMA.10G12700
6889074	momilactone biosynthesis	GLYMA.01G38630
6889074	momilactone biosynthesis	GLYMA.11G06690
6889017	gibberellin biosynthesis II (early C-3 hydroxylation)	GLYMA.16G08470
6889017	gibberellin biosynthesis II (early C-3 hydroxylation)	GLYMA.12G03350
6889017	gibberellin biosynthesis II (early C-3 hydroxylation)	GLYMA.01G01170
6889017	gibberellin biosynthesis II (early C-3 hydroxylation)	GLYMA.11G11160
6888976	IAA biosynthesis I	GLYMA.12G09750
6888976	IAA biosynthesis I	GLYMA.07G09500
6888976	IAA biosynthesis I	GLYMA.06G07570
6888976	IAA biosynthesis I	GLYMA.07G18570
6888976	IAA biosynthesis I	GLYMA.20G15480
6888976	IAA biosynthesis I	GLYMA.08G18830
6888976	IAA biosynthesis I	GLYMA.14G20670
6888976	IAA biosynthesis I	GLYMA.15G13430
6888976	IAA biosynthesis I	GLYMA.04G07450
6888976	IAA biosynthesis I	GLYMA.20G28353
6888976	IAA biosynthesis I	GLYMA.08G04310
6888976	IAA biosynthesis I	GLYMA.03G07380
6888976	IAA biosynthesis I	GLYMA.02G13290
6888976	IAA biosynthesis I	GLYMA.17G02260
6888976	IAA biosynthesis I	GLYMA.20G15960
6888976	IAA biosynthesis I	GLYMA.13G30490
6888976	IAA biosynthesis I	GLYMA.20G28360
6888976	IAA biosynthesis I	GLYMA.16G32000
6888976	IAA biosynthesis I	GLYMA.01G29190
6888976	IAA biosynthesis I	GLYMA.02G04270
6888976	IAA biosynthesis I	GLYMA.09G26430
6888976	IAA biosynthesis I	GLYMA.13G06880
6888976	IAA biosynthesis I	GLYMA.16G32010
6888976	IAA biosynthesis I	GLYMA.01G07860
6888976	IAA biosynthesis I	GLYMA.15G06185
6888976	IAA biosynthesis I	GLYMA.11G18620
6888976	IAA biosynthesis I	GLYMA.09G26290
6888976	IAA biosynthesis I	GLYMA.17G25630
6888976	IAA biosynthesis I	GLYMA.04G08440
6888976	IAA biosynthesis I	GLYMA.07G06500
6888976	IAA biosynthesis I	GLYMA.09G02530
6888976	IAA biosynthesis I	GLYMA.20G28346
6888976	IAA biosynthesis I	GLYMA.09G26384
6888976	IAA biosynthesis I	GLYMA.03G32510
6888976	IAA biosynthesis I	GLYMA.06G08560
6888976	IAA biosynthesis I	GLYMA.09G39660
6888976	IAA biosynthesis I	GLYMA.03G07300
6888976	IAA biosynthesis I	GLYMA.18G43460
6888976	IAA biosynthesis I	GLYMA.18G05860
6888976	IAA biosynthesis I	GLYMA.11G31120
6888976	IAA biosynthesis I	GLYMA.14G15820
6888976	IAA biosynthesis I	GLYMA.09G26340
6888976	IAA biosynthesis I	GLYMA.01G03340
6888976	IAA biosynthesis I	GLYMA.11G31151
6888976	IAA biosynthesis I	GLYMA.05G35430
6888976	IAA biosynthesis I	GLYMA.09G32320
6888976	IAA biosynthesis I	GLYMA.13G25030
6888976	IAA biosynthesis I	GLYMA.17G30920
6888976	IAA biosynthesis I	GLYMA.07G31380
6889104	IAA conjugate biosynthesis I	GLYMA.08G11340
6889104	IAA conjugate biosynthesis I	GLYMA.18G00620
6889104	IAA conjugate biosynthesis I	GLYMA.05G28330
6889104	IAA conjugate biosynthesis I	GLYMA.08G11330
6889104	IAA conjugate biosynthesis I	GLYMA.05G28340
6889131	Calvin cycle	GLYMA.07G30110
6889131	Calvin cycle	GLYMA.03G34300
6889131	Calvin cycle	GLYMA.13G20930
6889131	Calvin cycle	GLYMA.08G17610
6889131	Calvin cycle	GLYMA.19G06390
6889131	Calvin cycle	GLYMA.08G22920
6889131	Calvin cycle	GLYMA.14G36850
6889131	Calvin cycle	GLYMA.10G41450
6889131	Calvin cycle	GLYMA.05G00910
6889131	Calvin cycle	GLYMA.13G21540
6889131	Calvin cycle	GLYMA.19G06340
6889131	Calvin cycle	GLYMA.02G07595
6889131	Calvin cycle	GLYMA.13G07610
6889131	Calvin cycle	GLYMA.02G47280
6889131	Calvin cycle	GLYMA.15G41540
6889131	Calvin cycle	GLYMA.14G01470
6889131	Calvin cycle	GLYMA.10G43990
6889131	Calvin cycle	GLYMA.08G07200
6889131	Calvin cycle	GLYMA.03G34950
6889131	Calvin cycle	GLYMA.13G41120
6889131	Calvin cycle	GLYMA.18G39900
6889131	Calvin cycle	GLYMA.16G04940
6889131	Calvin cycle	GLYMA.20G38720
6889131	Calvin cycle	GLYMA.03G03200
6889131	Calvin cycle	GLYMA.11G34900
6889131	Calvin cycle	GLYMA.19G43310
6889131	Calvin cycle	GLYMA.19G28240
6889131	Calvin cycle	GLYMA.15G41550
6889131	Calvin cycle	GLYMA.19G36990
6889131	Calvin cycle	GLYMA.19G25270
6889131	Calvin cycle	GLYMA.10G07710
6889131	Calvin cycle	GLYMA.08G17600
6889131	Calvin cycle	GLYMA.02G38730
6889131	Calvin cycle	GLYMA.18G53430
6889131	Calvin cycle	GLYMA.11G12621
6889131	Calvin cycle	GLYMA.18G03440
6889131	Calvin cycle	GLYMA.10G06740
6889131	Calvin cycle	GLYMA.10G41160
6889131	Calvin cycle	GLYMA.07G17180
6889131	Calvin cycle	GLYMA.14G10171
6889131	Calvin cycle	GLYMA.09G34410
6889131	Calvin cycle	GLYMA.12G24190
6889131	Calvin cycle	GLYMA.16G06360
6889131	Calvin cycle	GLYMA.20G25790
6889131	Calvin cycle	GLYMA.17G10990
6889131	Calvin cycle	GLYMA.15G04290
6889131	Calvin cycle	GLYMA.07G11615
6889131	Calvin cycle	GLYMA.03G40640
6889131	Calvin cycle	GLYMA.18G41940
6889131	Calvin cycle	GLYMA.01G01370
6889131	Calvin cycle	GLYMA.20G26110
6889131	Calvin cycle	GLYMA.15G14460
6889131	Calvin cycle	GLYMA.19G06370
6888983	gibberellin biosynthesis III (early C-13 hydroxylation)	GLYMA.16G08470
6888983	gibberellin biosynthesis III (early C-13 hydroxylation)	GLYMA.12G03350
6888983	gibberellin biosynthesis III (early C-13 hydroxylation)	GLYMA.01G01170
6888983	gibberellin biosynthesis III (early C-13 hydroxylation)	GLYMA.11G11160
6889059	phytyl-PP biosynthesis	GLYMA.17G10890
6889059	phytyl-PP biosynthesis	GLYMA.05G01000
6889141	xylogalacturonan biosynthesis	GLYMA.03G34670
6889141	xylogalacturonan biosynthesis	GLYMA.13G21270
6889141	xylogalacturonan biosynthesis	GLYMA.20G15980
6889141	xylogalacturonan biosynthesis	GLYMA.04G38280
6889141	xylogalacturonan biosynthesis	GLYMA.19G37340
6889141	xylogalacturonan biosynthesis	GLYMA.06G16770
6889141	xylogalacturonan biosynthesis	GLYMA.13G21240
6889141	xylogalacturonan biosynthesis	GLYMA.10G07400
6889141	xylogalacturonan biosynthesis	GLYMA.10G07360
6889102	lipid-A-precursor biosynthesis	GLYMA.02G11180
6889086	myo-inositol biosynthesis	GLYMA.18G02210
6889086	myo-inositol biosynthesis	GLYMA.05G31450
6889086	myo-inositol biosynthesis	GLYMA.08G14670
6889023	UDP-D-glucuronate biosynthesis (from myo-inositol)	GLYMA.05G09130
6889023	UDP-D-glucuronate biosynthesis (from myo-inositol)	GLYMA.06G12430
6889023	UDP-D-glucuronate biosynthesis (from myo-inositol)	GLYMA.07G01660
6889023	UDP-D-glucuronate biosynthesis (from myo-inositol)	GLYMA.04G42370
6889023	UDP-D-glucuronate biosynthesis (from myo-inositol)	GLYMA.08G21300
6889139	UDP-D-apiose biosynthesis	GLYMA.11G19090
6889139	UDP-D-apiose biosynthesis	GLYMA.12G09350
6889139	UDP-D-apiose biosynthesis	GLYMA.17G05440
6889139	UDP-D-apiose biosynthesis	GLYMA.12G27175
6889139	UDP-D-apiose biosynthesis	GLYMA.12G08930
6889139	UDP-D-apiose biosynthesis	GLYMA.12G30490
6889139	UDP-D-apiose biosynthesis	GLYMA.11G19550
6889076	carotenoid biosynthesis	GLYMA.03G28470
6889076	carotenoid biosynthesis	GLYMA.13G21110
6889076	carotenoid biosynthesis	GLYMA.19G44010
6889076	carotenoid biosynthesis	GLYMA.19G31220
6889076	carotenoid biosynthesis	GLYMA.11G05960
6889076	carotenoid biosynthesis	GLYMA.10G07210
6889076	carotenoid biosynthesis	GLYMA.03G41420
6889076	carotenoid biosynthesis	GLYMA.08G15115
6889076	carotenoid biosynthesis	GLYMA.17G20020
6889076	carotenoid biosynthesis	GLYMA.01G39313
6889076	carotenoid biosynthesis	GLYMA.05G31840
6889076	carotenoid biosynthesis	GLYMA.20G37170
6889076	carotenoid biosynthesis	GLYMA.10G30220
6889077	lactucaxanthin biosynthesis	GLYMA.13G21110
6889077	lactucaxanthin biosynthesis	GLYMA.10G07210
6889033	lysine biosynthesis I	GLYMA.19G27500
6889033	lysine biosynthesis I	GLYMA.16G09020
6889033	lysine biosynthesis I	GLYMA.05G28380
6889033	lysine biosynthesis I	GLYMA.18G00600
6889033	lysine biosynthesis I	GLYMA.08G05250
6889033	lysine biosynthesis I	GLYMA.10G06090
6889033	lysine biosynthesis I	GLYMA.03G33830
6889033	lysine biosynthesis I	GLYMA.20G01220
6889033	lysine biosynthesis I	GLYMA.10G38370
6889033	lysine biosynthesis I	GLYMA.05G34420
6889033	lysine biosynthesis I	GLYMA.06G18110
6889033	lysine biosynthesis I	GLYMA.13G20390
6889033	lysine biosynthesis I	GLYMA.06G18120
6889033	lysine biosynthesis I	GLYMA.18G45380
6889033	lysine biosynthesis I	GLYMA.11G37360
6889033	lysine biosynthesis I	GLYMA.07G06610
6889033	lysine biosynthesis I	GLYMA.02G07300
6889033	lysine biosynthesis I	GLYMA.20G29480
6889033	lysine biosynthesis I	GLYMA.19G36580
6889033	lysine biosynthesis I	GLYMA.05G06420
6889033	lysine biosynthesis I	GLYMA.19G22780
6889033	lysine biosynthesis I	GLYMA.16G03180
6889033	lysine biosynthesis I	GLYMA.03G22790
6889033	lysine biosynthesis I	GLYMA.08G11370
6889033	lysine biosynthesis I	GLYMA.04G36870
6889033	lysine biosynthesis I	GLYMA.16G26300
6889033	lysine biosynthesis I	GLYMA.04G36860
6889033	lysine biosynthesis I	GLYMA.07G29630
6889033	lysine biosynthesis I	GLYMA.04G00270
6889033	lysine biosynthesis I	GLYMA.09G40460
6889033	lysine biosynthesis I	GLYMA.18G01330
6889033	lysine biosynthesis I	GLYMA.16G05380
6889033	lysine biosynthesis I	GLYMA.06G00320
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.02G37020
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.08G13540
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.17G07740
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.05G03830
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.12G06980
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.11G08020
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.01G37270
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.15G04500
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.17G14340
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.01G33650
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.11G15010
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.12G36290
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.05G30410
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.11G36600
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.08G11510
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.09G41650
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.05G04822
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.13G33960
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.08G42270
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.09G03490
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.11G15020
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.03G03180
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.12G06990
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.15G27510
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.08G15680
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.18G44040
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.13G40960
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.18G12660
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.09G36740
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.05G28510
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.18G00505
6889099	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GLYMA.15G14433
6889072	ethylene biosynthesis from methionine	GLYMA.07G15380
6889072	ethylene biosynthesis from methionine	GLYMA.11G04890
6889072	ethylene biosynthesis from methionine	GLYMA.05G37410
6889072	ethylene biosynthesis from methionine	GLYMA.03G38190
6889072	ethylene biosynthesis from methionine	GLYMA.02G01170
6889072	ethylene biosynthesis from methionine	GLYMA.17G16990
6889072	ethylene biosynthesis from methionine	GLYMA.08G02130
6889072	ethylene biosynthesis from methionine	GLYMA.14G05350
6889072	ethylene biosynthesis from methionine	GLYMA.08G05500
6889072	ethylene biosynthesis from methionine	GLYMA.15G11930
6889072	ethylene biosynthesis from methionine	GLYMA.08G03400
6889072	ethylene biosynthesis from methionine	GLYMA.01G40400
6889072	ethylene biosynthesis from methionine	GLYMA.02G43580
6889072	ethylene biosynthesis from methionine	GLYMA.02G43560
6889072	ethylene biosynthesis from methionine	GLYMA.14G05390
6889072	ethylene biosynthesis from methionine	GLYMA.06G24130
6889072	ethylene biosynthesis from methionine	GLYMA.09G01110
6889072	ethylene biosynthesis from methionine	GLYMA.01G00700
6889072	ethylene biosynthesis from methionine	GLYMA.04G05150
6889072	ethylene biosynthesis from methionine	GLYMA.14G05360
6889072	ethylene biosynthesis from methionine	GLYMA.19G40810
6889072	ethylene biosynthesis from methionine	GLYMA.07G07160
6889072	ethylene biosynthesis from methionine	GLYMA.02G43594
6889072	ethylene biosynthesis from methionine	GLYMA.11G02390
6889072	ethylene biosynthesis from methionine	GLYMA.16G03600
6889072	ethylene biosynthesis from methionine	GLYMA.05G23020
6889072	ethylene biosynthesis from methionine	GLYMA.09G39060
6889072	ethylene biosynthesis from methionine	GLYMA.14G05355
6889072	ethylene biosynthesis from methionine	GLYMA.18G47280
6889072	ethylene biosynthesis from methionine	GLYMA.07G39420
6889072	ethylene biosynthesis from methionine	GLYMA.17G01330
6889072	ethylene biosynthesis from methionine	GLYMA.05G36250
6889072	ethylene biosynthesis from methionine	GLYMA.06G05240
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.20G22760
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.05G26240
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.01G40950
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.08G09170
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.09G38460
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.19G37990
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.16G13610
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.18G47860
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.07G10805
6889011	UDP-N-acetylgalactosamine biosynthesis	GLYMA.03G35360
6889085	acyl-CoA synthetase pathway	GLYMA.20G07280
6889085	acyl-CoA synthetase pathway	GLYMA.13G11700
6889085	acyl-CoA synthetase pathway	GLYMA.06G11860
6889085	acyl-CoA synthetase pathway	GLYMA.13G03280
6889085	acyl-CoA synthetase pathway	GLYMA.20G07060
6889085	acyl-CoA synthetase pathway	GLYMA.14G23676
6888968	glycolipid desaturation	GLYMA.19G32940
6888968	glycolipid desaturation	GLYMA.09G17170
6888968	glycolipid desaturation	GLYMA.02G36460
6888968	glycolipid desaturation	GLYMA.03G07570
6888968	glycolipid desaturation	GLYMA.15G23200
6888968	glycolipid desaturation	GLYMA.20G24530
6888968	glycolipid desaturation	GLYMA.03G30070
6888968	glycolipid desaturation	GLYMA.11G27190
6888968	glycolipid desaturation	GLYMA.19G32930
6888968	glycolipid desaturation	GLYMA.18G06950
6888968	glycolipid desaturation	GLYMA.07G18350
6888968	glycolipid desaturation	GLYMA.18G43210
6888968	glycolipid desaturation	GLYMA.01G29630
6888968	glycolipid desaturation	GLYMA.02G39230
6888968	glycolipid desaturation	GLYMA.14G37350
6888968	glycolipid desaturation	GLYMA.10G42470
6889020	brassinosteroid biosynthesis II	GLYMA.11G35150
6889020	brassinosteroid biosynthesis II	GLYMA.11G07240
6889020	brassinosteroid biosynthesis II	GLYMA.02G42390
6889020	brassinosteroid biosynthesis II	GLYMA.11G01210
6889020	brassinosteroid biosynthesis II	GLYMA.02G08970
6889020	brassinosteroid biosynthesis II	GLYMA.07G17410
6889020	brassinosteroid biosynthesis II	GLYMA.18G03211
6889020	brassinosteroid biosynthesis II	GLYMA.02G08950
6889020	brassinosteroid biosynthesis II	GLYMA.07G01285
6889020	brassinosteroid biosynthesis II	GLYMA.12G04070
6889020	brassinosteroid biosynthesis II	GLYMA.02G06410
6889020	brassinosteroid biosynthesis II	GLYMA.11G11780
6889020	brassinosteroid biosynthesis II	GLYMA.14G06530
6889020	brassinosteroid biosynthesis II	GLYMA.08G20690
6889020	brassinosteroid biosynthesis II	GLYMA.02G44090
6889020	brassinosteroid biosynthesis II	GLYMA.14G04780
6889020	brassinosteroid biosynthesis II	GLYMA.01G38180
6889117	ent-kaurene biosynthesis	GLYMA.03G31080
6889117	ent-kaurene biosynthesis	GLYMA.19G33951
6889117	ent-kaurene biosynthesis	GLYMA.03G31111
6889042	proline biosynthesis V (from arginine)	GLYMA.03G28476
6889042	proline biosynthesis V (from arginine)	GLYMA.04G03276
6889042	proline biosynthesis V (from arginine)	GLYMA.05G27360
6889042	proline biosynthesis V (from arginine)	GLYMA.06G03361
6889042	proline biosynthesis V (from arginine)	GLYMA.19G31230
6889042	proline biosynthesis V (from arginine)	GLYMA.08G10340
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.02G40290
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.20G32135
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.02G47940
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.19G36620
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.10G35381
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.14G38580
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.10G06600
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.03G33890
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.13G20800
6889096	phenylpropanoid biosynthesis, initial reactions	GLYMA.03G33880
6888993	sulfate activation for sulfonation	GLYMA.20G28980
6888993	sulfate activation for sulfonation	GLYMA.19G05020
6888993	sulfate activation for sulfonation	GLYMA.10G38760
6888993	sulfate activation for sulfonation	GLYMA.13G06940
6889138	Strigolactone signaling	GLYMA.06G43000
6889138	Strigolactone signaling	GLYMA.04G06900
6889138	Strigolactone signaling	GLYMA.09G40960
6889138	Strigolactone signaling	GLYMA.17G35360
6889138	Strigolactone signaling	GLYMA.02G40330
6889138	Strigolactone signaling	GLYMA.19G41840
6889138	Strigolactone signaling	GLYMA.13G08480
6889138	Strigolactone signaling	GLYMA.11G05440
6889138	Strigolactone signaling	GLYMA.08G22910
6889138	Strigolactone signaling	GLYMA.19G44230
6889138	Strigolactone signaling	GLYMA.14G38620
